Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-MMU-1428517,Aerobic respiration and respiratory electron transport,,-2.5,2.8,3.5,21222,228,327,10,3.1,0.95,11947|11949|17995|18293|22273|28080|66945|67680|107029|212933,Atp5f1b|Atp5f1c|Ndufv1|Ogdh|Uqcrc1|Atp5po|Sdha|Sdhb|Me2|Pm20d1,-1.1,Up
KEGG Pathway,24,mmu00520,Amino sugar and nucleotide sugar metabolism - Mus musculus (house mouse),,-2.5,6.7,4.4,21222,39,327,4,1.2,0.61,26384|56174|227620|245847,Gnpda1|Nagk|Uap1l1|Amdhd2,-1.1,Up
KEGG Pathway,24,mmu01200,Carbon metabolism - Mus musculus (house mouse),,-2.5,3.7,3.7,21222,123,327,7,2.1,0.8,13806|18293|18770|66945|67680|107029|433182,Eno1|Ogdh|Pklr|Sdha|Sdhb|Me2|Eno1b,-1.1,Up
GO Biological Processes,19,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-2.5,4.2,3.9,21222,92,327,6,1.8,0.74,11947|11949|17995|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Atp5po|Sdha|Sdhb,-1.1,Up
GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0050789 regulation of biological process,-2.5,2.3,3.3,21222,390,327,14,4.3,1.1,13866|16145|16706|18003|18519|20779|66616|71111|72065|74018|224014|227210|228775|545902,Erbb2|Igtp|Ksr1|Nedd9|Kat2b|Src|Snx9|Gpr39|Rap2c|Als2|Fgd4|Ccnyl1|Trib3|Ptprh,-1.1,Up
GO Biological Processes,19,GO:0003018,vascular process in circulatory system,19_GO:0032501 multicellular organismal process,-2.5,2.7,3.4,21222,268,327,11,3.4,1,13616|15567|17130|18519|20312|20779|67087|68678|68813|109934|110279,Edn3|Slc6a4|Smad6|Kat2b|Cx3cl1|Src|Ctnnbip1|Smtnl1|Dock5|Abr|Bcr,-1.1,Up
GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-2.5,2.1,3.2,21222,565,327,18,5.5,1.3,13866|14672|15183|16145|18003|18479|18709|20779|21416|22349|56460|70261|71111|76123|102502|109305|215999|228607,Erbb2|Gna11|Hdac3|Igtp|Nedd9|Pak1|Pik3r2|Src|Tcf7l2|Vil1|Pkp3|Chp2|Gpr39|Gpsm2|Pls1|Orai1|Mcu|Mavs,-1.1,Up
KEGG Pathway,24,mmu05016,Huntington disease - Mus musculus (house mouse),,-2.5,2.5,3.4,21222,308,327,12,3.7,1,11740|11772|11947|11949|12371|17995|22273|28080|66945|67680|208647|238463,Slc25a5|Ap2a2|Atp5f1b|Atp5f1c|Casp9|Ndufv1|Uqcrc1|Atp5po|Sdha|Sdhb|Creb3l2|Tubal3,-1.1,Up
GO Biological Processes,19,GO:0009145,purine nucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-2.5,4.2,3.9,21222,93,327,6,1.8,0.74,11947|11949|17995|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Atp5po|Sdha|Sdhb,-1.1,Up
GO Biological Processes,19,GO:0030522,intracellular receptor signaling pathway,19_GO:0050896 response to stimulus,-2.5,2.6,3.4,21222,271,327,11,3.4,1,16145|20779|21833|30942|56174|71586|170750|217166|228607|230073|243385,Igtp|Src|Thra|Hnf4g|Nagk|Ifih1|Xpnpep1|Nr1d1|Mavs|Rigi|Gprin3,-1.1,Up
GO Biological Processes,19,GO:0051875,pigment granule localization,19_GO:0043473 pigmentation,-2.5,9.7,4.9,21222,20,327,3,0.92,0.53,19324|19329|233405,Rab1a|Rab17|Vps33b,-1.1,Up
Reactome Gene Sets,6,R-MMU-163210,Formation of ATP by chemiosmotic coupling,,-2.5,9.7,4.9,21222,20,327,3,0.92,0.53,11947|11949|28080,Atp5f1b|Atp5f1c|Atp5po,-1.1,Up
Reactome Gene Sets,6,R-MMU-8949613,Cristae formation,,-2.5,9.7,4.9,21222,20,327,3,0.92,0.53,11947|11949|28080,Atp5f1b|Atp5f1c|Atp5po,-1.1,Up
GO Biological Processes,19,GO:0019682,glyceraldehyde-3-phosphate metabolic process,19_GO:0009987 cellular process,-2.5,9.7,4.9,21222,20,327,3,0.92,0.53,13806|14555|74637,Eno1|Gpd1|Shpk,-1.1,Up
Reactome Gene Sets,6,R-MMU-556833,Metabolism of lipids,,-2.5,2,3.2,21222,616,327,19,5.8,1.3,11370|11883|14555|14571|15183|15356|16993|17772|18709|20397|54447|67689|74147|74596|101476|170749|225845|231086|244882,Acadvl|Arsa|Gpd1|Gpd2|Hdac3|Hmgcl|Lta4h|Mtm1|Pik3r2|Sgpl1|Asah2|Aldh3b1|Ehhadh|Cds1|Plekha1|Mtmr4|Plaat3|Hadhb|Tnfaip8l3,-1.1,Up
Reactome Gene Sets,6,R-MMU-204998,"Cell death signalling via NRAGE, NRIF and NADE",,-2.5,4.9,4,21222,66,327,5,1.5,0.68,16800|53972|109934|213649|224014,Arhgef2|Ngef|Abr|Arhgef19|Fgd4,-1.1,Up
WikiPathways,27,WP488,Alpha 6 beta 4 integrin signaling pathway,,-2.5,4.9,4,21222,66,327,5,1.5,0.68,13866|18479|18709|20779|192897,Erbb2|Pak1|Pik3r2|Src|Itgb4,-1.1,Up
GO Biological Processes,19,GO:0042310,vasoconstriction,19_GO:0032501 multicellular organismal process,-2.4,6.3,4.3,21222,41,327,4,1.2,0.61,13616|15567|17130|68678,Edn3|Slc6a4|Smad6|Smtnl1,-1.1,Up
GO Biological Processes,19,GO:0045922,negative regulation of fatty acid metabolic process,19_GO:0048519 negative regulation of biological process,-2.4,6.3,4.3,21222,41,327,4,1.2,0.61,11370|18519|226144|228775,Acadvl|Kat2b|Erlin1|Trib3,-1.1,Up
GO Biological Processes,19,GO:0032692,negative regulation of interleukin-1 production,19_GO:0048519 negative regulation of biological process,-2.4,6.3,4.3,21222,41,327,4,1.2,0.61,15183|20312|66222|79554,Hdac3|Cx3cl1|Serpinb1a|Cptp,-1.1,Up
GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-2.4,2.1,3.2,21222,528,327,17,5.2,1.2,11772|11947|12313|17922|19324|23970|66205|66616|69581|108800|109934|110279|214854|227738|320487|381560|432516,Ap2a2|Atp5f1b|Calm1|Myo7b|Rab1a|Pacsin2|Cd302|Snx9|Rhou|Ston2|Abr|Bcr|Neurl3|Lrsam1|Heatr5a|Xkr8|Myo1a,-1.1,Up
KEGG Pathway,24,mmu04070,Phosphatidylinositol signaling system - Mus musculus (house mouse),,-2.4,4.1,3.8,21222,96,327,6,1.8,0.74,12313|17772|18709|74596|170749|227399,Calm1|Mtm1|Pik3r2|Cds1|Mtmr4|Ppip5k2,-1.1,Up
KEGG Pathway,24,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),,-2.4,3.2,3.5,21222,162,327,8,2.4,0.85,12702|14102|17995|18709|18770|22273|66945|67680,Socs3|Fas|Ndufv1|Pik3r2|Pklr|Uqcrc1|Sdha|Sdhb,-1.1,Up
Reactome Gene Sets,6,R-MMU-111885,Opioid Signalling,,-2.4,4.8,3.9,21222,67,327,5,1.5,0.68,12313|14672|14688|14701|21770,Calm1|Gna11|Gnb1|Gng12|Ppp2r5d,-1.1,Up
GO Biological Processes,19,GO:0009260,ribonucleotide biosynthetic process,19_GO:0009987 cellular process,-2.4,3.2,3.5,21222,163,327,8,2.4,0.85,11565|11947|11949|17995|28080|54391|66945|67680,Adss1|Atp5f1b|Atp5f1c|Ndufv1|Atp5po|Rfk|Sdha|Sdhb,-1,Up
GO Biological Processes,19,GO:0009201,ribonucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-2.4,4,3.7,21222,97,327,6,1.8,0.74,11947|11949|17995|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Atp5po|Sdha|Sdhb,-1,Up
Reactome Gene Sets,6,R-MMU-5675221,Negative regulation of MAPK pathway,,-2.4,6.2,4.2,21222,42,327,4,1.2,0.61,16706|21770|70686|545622,Ksr1|Ppp2r5d|Dusp16|Ptpn3,-1,Up
GO Biological Processes,19,GO:0097205,renal filtration,19_GO:0032501 multicellular organismal process,-2.4,9.3,4.7,21222,21,327,3,0.92,0.53,52428|72043|245638,Rhpn2|Sulf2|Tbc1d8b,-1,Up
Reactome Gene Sets,6,R-MMU-9009391,Extra-nuclear estrogen signaling,,-2.4,4.8,3.9,21222,68,327,5,1.5,0.68,12313|14688|14701|18709|20779,Calm1|Gnb1|Gng12|Pik3r2|Src,-1,Up
GO Biological Processes,19,GO:0043085,positive regulation of catalytic activity,19_GO:0065007 biological regulation,-2.4,2.1,3.1,21222,489,327,16,4.9,1.2,13866|16145|18003|20779|54391|66616|70261|71111|74018|109305|109934|110279|192197|213649|218294|224014,Erbb2|Igtp|Nedd9|Src|Rfk|Snx9|Chp2|Gpr39|Als2|Orai1|Abr|Bcr|Bcas3|Arhgef19|Cdc14b|Fgd4,-1,Up
GO Biological Processes,19,GO:0072348,sulfur compound transport,19_GO:0051179 localization,-2.4,4.7,3.9,21222,69,327,5,1.5,0.68,30805|30962|69597|215113|215335,Slc22a4|Slc7a9|Afg3l2|Slc43a2|Slc36a1,-1,Up
Reactome Gene Sets,6,R-MMU-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,,-2.4,6,4.1,21222,43,327,4,1.2,0.61,12313|14672|14688|14701,Calm1|Gna11|Gnb1|Gng12,-1,Up
GO Biological Processes,19,GO:0008064,regulation of actin polymerization or depolymerization,19_GO:0050789 regulation of biological process,-2.4,3.1,3.4,21222,166,327,8,2.4,0.85,14260|18709|22349|65970|66616|73910|104252|320827,Fmn1|Pik3r2|Vil1|Lima1|Snx9|Arhgap18|Cdc42ep2|Cracd,-1,Up
GO Biological Processes,19,GO:0003333,amino acid transmembrane transport,19_GO:0051179 localization,-2.4,3.9,3.7,21222,99,327,6,1.8,0.74,18408|30805|30962|208638|215113|215335,Slc25a15|Slc22a4|Slc7a9|Slc25a38|Slc43a2|Slc36a1,-1,Up
WikiPathways,27,WP387,IL 6 signaling pathway,,-2.4,3.9,3.7,21222,99,327,6,1.8,0.74,12371|12702|13866|13867|18709|21770,Casp9|Socs3|Erbb2|Erbb3|Pik3r2|Ppp2r5d,-1,Up
Reactome Gene Sets,6,R-MMU-199991,Membrane Trafficking,,-2.4,2.1,3.1,21222,538,327,17,5.2,1.2,11772|12847|19157|19324|20779|21787|23970|50797|56418|66616|66905|74018|76899|108800|211922|238463|245638,Ap2a2|Copa|Cyth1|Rab1a|Src|Tfg|Pacsin2|Copb2|Ykt6|Snx9|Plin3|Als2|Golga1|Ston2|Dennd6a|Tubal3|Tbc1d8b,-1,Up
Reactome Gene Sets,6,R-MMU-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,,-2.3,3.9,3.6,21222,100,327,6,1.8,0.74,12313|30962|56643|142681|215113|215335,Calm1|Slc7a9|Slc15a1|Slc34a3|Slc43a2|Slc36a1,-0.99,Up
Reactome Gene Sets,6,R-MMU-4086398,Ca2+ pathway,,-2.3,5.9,4.1,21222,44,327,4,1.2,0.61,12313|14688|14701|21416,Calm1|Gnb1|Gng12|Tcf7l2,-0.98,Up
GO Biological Processes,19,GO:0030832,regulation of actin filament length,19_GO:0050789 regulation of biological process,-2.3,3.1,3.4,21222,169,327,8,2.4,0.85,14260|18709|22349|65970|66616|73910|104252|320827,Fmn1|Pik3r2|Vil1|Lima1|Snx9|Arhgap18|Cdc42ep2|Cracd,-0.97,Up
GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-2.3,3.4,3.5,21222,134,327,7,2.1,0.8,13482|13616|17524|18003|20312|118453|215999,Dpp4|Edn3|Mpp1|Nedd9|Cx3cl1|Mmp28|Mcu,-0.97,Up
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-2.3,2.5,3.2,21222,285,327,11,3.4,1,13823|17454|18222|20351|20779|22349|69581|71751|73910|104252|224014,Epb41l3|Mov10|Numb|Sema4a|Src|Vil1|Rhou|Map3k13|Arhgap18|Cdc42ep2|Fgd4,-0.96,Up
GO Biological Processes,19,GO:0051495,positive regulation of cytoskeleton organization,19_GO:0048518 positive regulation of biological process,-2.3,2.8,3.3,21222,207,327,9,2.8,0.9,14260|18479|20312|22349|65970|66616|76123|104252|320827,Fmn1|Pak1|Cx3cl1|Vil1|Lima1|Snx9|Gpsm2|Cdc42ep2|Cracd,-0.96,Up
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,2.8,3.3,21222,207,327,9,2.8,0.9,12675|16145|20779|56174|64685|71586|170750|228607|230073,Chuk|Igtp|Src|Nagk|Nmi|Ifih1|Xpnpep1|Mavs|Rigi,-0.96,Up
KEGG Pathway,24,mmu04530,Tight junction - Mus musculus (house mouse),,-2.3,3.1,3.4,21222,170,327,8,2.4,0.85,12695|13866|16800|20779|53310|54357|72065|238463,Patj|Erbb2|Arhgef2|Src|Dlg3|Epb41l4b|Rap2c|Tubal3,-0.96,Up
GO Biological Processes,19,GO:0062014,negative regulation of small molecule metabolic process,19_GO:0048519 negative regulation of biological process,-2.3,3.4,3.4,21222,135,327,7,2.1,0.8,11370|18519|21416|226144|228775|245847|433766,Acadvl|Kat2b|Tcf7l2|Erlin1|Trib3|Amdhd2|Trim63,-0.96,Up
GO Biological Processes,19,GO:0032648,regulation of interferon-beta production,19_GO:0032501 multicellular organismal process,-2.3,4.5,3.7,21222,72,327,5,1.5,0.68,19043|64685|71586|228607|230073,Ppm1b|Nmi|Ifih1|Mavs|Rigi,-0.95,Up
Reactome Gene Sets,6,R-MMU-202040,G-protein activation,,-2.3,8.5,4.5,21222,23,327,3,0.92,0.53,14672|14688|14701,Gna11|Gnb1|Gng12,-0.95,Up
GO Biological Processes,19,GO:0006851,mitochondrial calcium ion transmembrane transport,19_GO:0051179 localization,-2.3,8.5,4.5,21222,23,327,3,0.92,0.53,69597|215999|216001,Afg3l2|Mcu|Micu1,-0.95,Up
GO Biological Processes,19,GO:0006857,oligopeptide transport,19_GO:0051179 localization,-2.3,8.5,4.5,21222,23,327,3,0.92,0.53,56199|56643|69597,Abcb10|Slc15a1|Afg3l2,-0.95,Up
GO Biological Processes,19,GO:0061718,glucose catabolic process to pyruvate,19_GO:0009987 cellular process,-2.3,8.5,4.5,21222,23,327,3,0.92,0.53,13806|20779|433182,Eno1|Src|Eno1b,-0.95,Up
GO Biological Processes,19,GO:0061621,canonical glycolysis,19_GO:0009987 cellular process,-2.3,8.5,4.5,21222,23,327,3,0.92,0.53,13806|20779|433182,Eno1|Src|Eno1b,-0.95,Up
GO Biological Processes,19,GO:0009267,cellular response to starvation,19_GO:0050896 response to stimulus,-2.3,2.8,3.3,21222,208,327,9,2.8,0.9,14102|18479|19775|21416|66809|66905|72002|215999|216001,Fas|Pak1|Xpr1|Tcf7l2|Krt20|Plin3|Slc39a5|Mcu|Micu1,-0.95,Up
GO Biological Processes,19,GO:0046390,ribose phosphate biosynthetic process,19_GO:0009987 cellular process,-2.3,3,3.3,21222,171,327,8,2.4,0.85,11565|11947|11949|17995|28080|54391|66945|67680,Adss1|Atp5f1b|Atp5f1c|Ndufv1|Atp5po|Rfk|Sdha|Sdhb,-0.95,Up
GO Biological Processes,19,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-2.3,2.1,3,21222,458,327,15,4.6,1.2,13866|13867|15531|18003|18479|18709|19279|20397|20779|21416|22349|53972|72043|101476|110279,Erbb2|Erbb3|Ndst1|Nedd9|Pak1|Pik3r2|Ptprr|Sgpl1|Src|Tcf7l2|Vil1|Ngef|Sulf2|Plekha1|Bcr,-0.95,Up
Reactome Gene Sets,6,R-MMU-196849,Metabolism of water-soluble vitamins and cofactors,,-2.3,3.8,3.5,21222,103,327,6,1.8,0.74,19300|21452|23959|54391|68591|107747,Abcd4|Tcn2|Nt5e|Rfk|Mocos|Aldh1l1,-0.95,Up
GO Biological Processes,19,GO:0002886,regulation of myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-2.3,4.4,3.7,21222,73,327,5,1.5,0.68,69150|109934|110279|228607|230073,Snx4|Abr|Bcr|Mavs|Rigi,-0.94,Up
WikiPathways,27,WP1261,ErbB signaling pathway,,-2.3,5.6,3.9,21222,46,327,4,1.2,0.61,13866|13867|20779|80794,Erbb2|Erbb3|Src|Cblc,-0.94,Up
Reactome Gene Sets,6,R-MMU-1227986,Signaling by ERBB2,,-2.3,5.6,3.9,21222,46,327,4,1.2,0.61,13866|13867|17179|20779,Erbb2|Erbb3|Matk|Src,-0.94,Up
GO Biological Processes,19,GO:0009798,axis specification,19_GO:0032502 developmental process,-2.3,3.7,3.5,21222,104,327,6,1.8,0.74,12591|17130|17684|18741|68146|100121,Cdx2|Smad6|Cited2|Pitx2|Arl13b|Tdrd7,-0.93,Up
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-2.3,1.9,2.9,21222,692,327,20,6.1,1.3,13866|13867|15531|16769|17130|17684|18003|18479|18709|19279|20397|20482|20779|21416|22349|53972|72002|72043|101476|110279,Erbb2|Erbb3|Ndst1|Dsg4|Smad6|Cited2|Nedd9|Pak1|Pik3r2|Ptprr|Sgpl1|Skil|Src|Tcf7l2|Vil1|Ngef|Slc39a5|Sulf2|Plekha1|Bcr,-0.93,Up
GO Biological Processes,19,GO:0002685,regulation of leukocyte migration,19_GO:0040011 locomotion,-2.3,2.6,3.2,21222,250,327,10,3.1,0.95,13482|13616|17524|18003|20312|20443|109934|110279|118453|215999,Dpp4|Edn3|Mpp1|Nedd9|Cx3cl1|St3gal4|Abr|Bcr|Mmp28|Mcu,-0.93,Up
Reactome Gene Sets,6,R-MMU-948021,Transport to the Golgi and subsequent modification,,-2.2,3,3.3,21222,174,327,8,2.4,0.85,12847|19324|20443|21787|50797|56418|238463|269181,Copa|Rab1a|St3gal4|Tfg|Copb2|Ykt6|Tubal3|Mgat4a,-0.92,Up
Reactome Gene Sets,6,R-MMU-1483255,PI Metabolism,,-2.2,4.4,3.6,21222,74,327,5,1.5,0.68,17772|18709|101476|170749|244882,Mtm1|Pik3r2|Plekha1|Mtmr4|Tnfaip8l3,-0.92,Up
Reactome Gene Sets,6,R-MMU-428930,Thromboxane signalling through TP receptor,,-2.2,8.1,4.4,21222,24,327,3,0.92,0.53,14672|14688|14701,Gna11|Gnb1|Gng12,-0.92,Up
GO Biological Processes,19,GO:1990542,mitochondrial transmembrane transport,19_GO:0051179 localization,-2.2,8.1,4.4,21222,24,327,3,0.92,0.53,18408|56199|208638,Slc25a15|Abcb10|Slc25a38,-0.92,Up
GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-2.2,2.2,3,21222,419,327,14,4.3,1.1,11740|18408|18479|19300|30805|30962|69597|72002|79554|117591|208638|215113|215335|241877,Slc25a5|Slc25a15|Pak1|Abcd4|Slc22a4|Slc7a9|Afg3l2|Slc39a5|Cptp|Slc2a9|Slc25a38|Slc43a2|Slc36a1|Slc10a5,-0.92,Up
GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-2.2,2,3,21222,554,327,17,5.2,1.2,13616|14102|14260|16145|18479|20312|20779|22349|65970|66616|69150|76123|104252|215999|216001|227738|320827,Edn3|Fas|Fmn1|Igtp|Pak1|Cx3cl1|Src|Vil1|Lima1|Snx9|Snx4|Gpsm2|Cdc42ep2|Mcu|Micu1|Lrsam1|Cracd,-0.92,Up
Reactome Gene Sets,6,R-MMU-389356,Co-stimulation by CD28,,-2.2,5.5,3.9,21222,47,327,4,1.2,0.61,18709|20779|21770|228775,Pik3r2|Src|Ppp2r5d|Trib3,-0.91,Up
WikiPathways,27,WP572,EGFR1 signaling pathway,,-2.2,3,3.3,21222,175,327,8,2.4,0.85,12371|12702|18479|18709|19279|20779|26405|80794,Casp9|Socs3|Pak1|Pik3r2|Ptprr|Src|Map3k2|Cblc,-0.91,Up
KEGG Pathway,24,mmu05168,Herpes simplex virus 1 infection - Mus musculus (house mouse),,-2.2,2.7,3.2,21222,213,327,9,2.8,0.9,12371|12675|12702|14102|18709|20779|71586|228607|230073,Casp9|Chuk|Socs3|Fas|Pik3r2|Src|Ifih1|Mavs|Rigi,-0.91,Up
GO Biological Processes,19,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,19_GO:0065007 biological regulation,-2.2,3.7,3.5,21222,106,327,6,1.8,0.74,11772|13866|53310|74018|76123|100226,Ap2a2|Erbb2|Dlg3|Als2|Gpsm2|Stx12,-0.91,Up
GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0050789 regulation of biological process,-2.2,2.2,3,21222,421,327,14,4.3,1.1,13866|16145|16706|18003|18519|20779|66616|71111|72065|74018|224014|227210|228775|545902,Erbb2|Igtp|Ksr1|Nedd9|Kat2b|Src|Snx9|Gpr39|Rap2c|Als2|Fgd4|Ccnyl1|Trib3|Ptprh,-0.91,Up
GO Biological Processes,19,GO:0062012,regulation of small molecule metabolic process,19_GO:0050789 regulation of biological process,-2.2,2.2,3,21222,421,327,14,4.3,1.1,11370|13806|14555|18519|20779|21416|69181|107029|217166|226144|228775|245847|433182|433766,Acadvl|Eno1|Gpd1|Kat2b|Src|Tcf7l2|Dyrk2|Me2|Nr1d1|Erlin1|Trib3|Amdhd2|Eno1b|Trim63,-0.91,Up
WikiPathways,27,WP1244,Estrogen signaling,,-2.2,4.3,3.6,21222,75,327,5,1.5,0.68,12675|14688|15183|20779|229906,Chuk|Gnb1|Hdac3|Src|Gtf2b,-0.91,Up
Reactome Gene Sets,6,R-MMU-5673001,RAF/MAP kinase cascade,,-2.2,2.6,3.1,21222,254,327,10,3.1,0.95,12313|13866|13867|16706|18709|20779|21770|53310|70686|545622,Calm1|Erbb2|Erbb3|Ksr1|Pik3r2|Src|Ppp2r5d|Dlg3|Dusp16|Ptpn3,-0.9,Up
KEGG Pathway,24,mmu05215,Prostate cancer - Mus musculus (house mouse),,-2.2,3.6,3.4,21222,107,327,6,1.8,0.74,12371|12675|13866|18709|21416|208647,Casp9|Chuk|Erbb2|Pik3r2|Tcf7l2|Creb3l2,-0.89,Up
GO Biological Processes,19,GO:0044093,positive regulation of molecular function,19_GO:0065007 biological regulation,-2.2,1.8,2.8,21222,797,327,22,6.7,1.4,12313|13806|13866|16145|16800|18003|18741|20779|54391|66616|70261|71111|71751|74018|109305|109934|110279|192197|213649|218294|224014|381810,Calm1|Eno1|Erbb2|Igtp|Arhgef2|Nedd9|Pitx2|Src|Rfk|Snx9|Chp2|Gpr39|Map3k13|Als2|Orai1|Abr|Bcr|Bcas3|Arhgef19|Cdc14b|Fgd4|Lpar5,-0.89,Up
KEGG Pathway,24,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),,-2.2,3.2,3.3,21222,141,327,7,2.1,0.8,11947|11949|17995|22273|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Uqcrc1|Atp5po|Sdha|Sdhb,-0.89,Up
GO Biological Processes,19,GO:0005996,monosaccharide metabolic process,19_GO:0009987 cellular process,-2.2,2.7,3.2,21222,215,327,9,2.8,0.9,13806|14555|14571|18519|20779|21416|26384|270198|433182,Eno1|Gpd1|Gpd2|Kat2b|Src|Tcf7l2|Gnpda1|Pfkfb4|Eno1b,-0.89,Up
GO Biological Processes,19,GO:0007265,Ras protein signal transduction,19_GO:0050896 response to stimulus,-2.2,4.3,3.6,21222,76,327,5,1.5,0.68,13866|13867|16706|78255|320292,Erbb2|Erbb3|Ksr1|Ralgps2|Rasgef1b,-0.89,Up
GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-2.2,1.8,2.8,21222,752,327,21,6.4,1.4,12702|13866|15183|16145|16706|16800|18003|18479|18519|20779|21770|66616|69274|71111|72065|74018|195018|224014|227210|228775|545902,Socs3|Erbb2|Hdac3|Igtp|Ksr1|Arhgef2|Nedd9|Pak1|Kat2b|Src|Ppp2r5d|Snx9|Ctdspl|Gpr39|Rap2c|Als2|Zzef1|Fgd4|Ccnyl1|Trib3|Ptprh,-0.88,Up
KEGG Pathway,24,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),,-2.2,2.7,3.1,21222,217,327,9,2.8,0.9,11740|11947|11949|17995|18709|22273|28080|66945|67680,Slc25a5|Atp5f1b|Atp5f1c|Ndufv1|Pik3r2|Uqcrc1|Atp5po|Sdha|Sdhb,-0.88,Up
GO Biological Processes,19,GO:0002758,innate immune response-activating signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,2.7,3.1,21222,217,327,9,2.8,0.9,12675|16145|20779|56174|64685|71586|170750|228607|230073,Chuk|Igtp|Src|Nagk|Nmi|Ifih1|Xpnpep1|Mavs|Rigi,-0.88,Up
GO Biological Processes,19,GO:0009165,nucleotide biosynthetic process,19_GO:0009987 cellular process,-2.2,2.7,3.1,21222,217,327,9,2.8,0.9,11565|11947|11949|17995|22169|28080|54391|66945|67680,Adss1|Atp5f1b|Atp5f1c|Ndufv1|Cmpk2|Atp5po|Rfk|Sdha|Sdhb,-0.88,Up
Reactome Gene Sets,6,R-MMU-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,,-2.2,2.9,3.2,21222,179,327,8,2.4,0.85,12847|19157|19324|50797|56418|66905|76899|238463,Copa|Cyth1|Rab1a|Copb2|Ykt6|Plin3|Golga1|Tubal3,-0.88,Up
GO Biological Processes,19,GO:0060759,regulation of response to cytokine stimulus,19_GO:0050896 response to stimulus,-2.2,2.9,3.2,21222,179,327,8,2.4,0.85,11746|16145|69942|71586|71966|228607|230073|263876,Anxa4|Igtp|Rnf113a1|Ifih1|Nkiras2|Mavs|Rigi|Spata2,-0.88,Up
Reactome Gene Sets,6,R-MMU-388396,GPCR downstream signalling,,-2.2,2,2.9,21222,563,327,17,5.2,1.2,11852|12313|13616|14672|14688|14701|16800|18709|20312|20779|21770|53972|76123|109934|213649|224014|381810,Rhob|Calm1|Edn3|Gna11|Gnb1|Gng12|Arhgef2|Pik3r2|Cx3cl1|Src|Ppp2r5d|Ngef|Gpsm2|Abr|Arhgef19|Fgd4|Lpar5,-0.88,Up
KEGG Pathway,24,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),,-2.2,2.4,3,21222,299,327,11,3.4,1,12675|13866|13867|14102|14701|18479|19043|19279|26405|70686|71751,Chuk|Erbb2|Erbb3|Fas|Gng12|Pak1|Ppm1b|Ptprr|Map3k2|Dusp16|Map3k13,-0.87,Up
GO Biological Processes,19,GO:0032479,regulation of type I interferon production,19_GO:0032501 multicellular organismal process,-2.2,3.2,3.2,21222,144,327,7,2.1,0.8,12675|16145|19043|64685|71586|228607|230073,Chuk|Igtp|Ppm1b|Nmi|Ifih1|Mavs|Rigi,-0.87,Up
GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-2.2,3.2,3.2,21222,144,327,7,2.1,0.8,13823|20351|22349|69581|73910|104252|224014,Epb41l3|Sema4a|Vil1|Rhou|Arhgap18|Cdc42ep2|Fgd4,-0.87,Up
GO Biological Processes,19,GO:0038127,ERBB signaling pathway,19_GO:0050896 response to stimulus,-2.1,4.2,3.5,21222,78,327,5,1.5,0.68,13866|13867|19279|20779|22349,Erbb2|Erbb3|Ptprr|Src|Vil1,-0.86,Up
