Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0051051,negative regulation of transport,19_GO:0051179 localization,-4.9,2.3,5,21222,521,565,32,5.7,0.97,13650|14681|14758|14783|15227|15894|16176|16324|16500|17762|18127|18128|18133|18576|18798|19218|19274|20720|21808|22353|23921|26903|52055|53814|72401|98496|98660|110385|209630|210789|217835|233079,Rhbdf1|Gnao1|Gpm6b|Grb10|Foxf1|Icam1|Il1b|Inhbb|Kcnb1|Mapt|Nos3|Notch1|Ccn3|Pde3b|Plcb4|Ptger3|Ptprm|Serpine2|Tgfb2|Vip|Sh2b2|Dysf|Rab11fip5|Oaz3|Slc43a1|Pid1|Atp1a2|Pde4c|Frmd4a|Tbc1d4|Rin3|Ffar2,-2.8,Down
GO Biological Processes,19,GO:0045165,cell fate commitment,19_GO:0032502 developmental process,-4.9,2.8,5.2,21222,290,565,22,3.9,0.81,14461|14634|14726|16450|16911|17342|18012|18032|18088|18128|18129|18131|19130|20377|21804|21808|22415|23966|26564|83453|103551|268396,Gata2|Gli3|Pdpn|Jag2|Lmo4|Mitf|Neurod1|Nfix|Nkx2-2|Notch1|Notch2|Notch3|Prox1|Sfrp1|Tgfb1i1|Tgfb2|Wnt3|Tenm4|Ror2|Chrdl1|Epop|Sh3pxd2b,-2.8,Down
GO Biological Processes,19,GO:0050920,regulation of chemotaxis,19_GO:0040011 locomotion,-4.9,3.1,5.3,21222,228,565,19,3.4,0.76,13609|14182|14268|15507|16176|18128|18133|18654|19252|20254|22415|23892|26903|55985|72349|217835|243743|268902|384569,S1pr1|Fgfr1|Fn1|Hspb1|Il1b|Notch1|Ccn3|Pgf|Dusp1|Scg2|Wnt3|Grem1|Dysf|Cxcl13|Dusp3|Rin3|Plxna4|Robo2|Nova2,-2.8,Down
GO Biological Processes,19,GO:0050709,negative regulation of protein secretion,19_GO:0051179 localization,-4.9,4.6,5.9,21222,99,565,12,2.1,0.61,13650|14681|16176|16324|16500|18133|18576|19218|52055|110385|209630|233079,Rhbdf1|Gnao1|Il1b|Inhbb|Kcnb1|Ccn3|Pde3b|Ptger3|Rab11fip5|Pde4c|Frmd4a|Ffar2,-2.8,Down
GO Biological Processes,19,GO:0001558,regulation of cell growth,19_GO:0040007 growth,-4.9,2.4,5,21222,452,565,29,5.1,0.93,12505|13132|14199|14268|16000|16010|17762|18133|18208|19280|20377|20564|20720|21808|22368|22402|22415|23892|23945|56177|56320|67866|74116|193740|218877|243743|320027|320563|382253,Cd44|Dab2|Fhl1|Fn1|Igf1|Igfbp4|Mapt|Ccn3|Ntn1|Ptprs|Sfrp1|Slit3|Serpine2|Tgfb2|Trpv2|Ccn4|Wnt3|Grem1|Mgll|Olfm1|Dbn1|Wfdc1|Pi16|Hspa1a|Sema3g|Plxna4|Fstl4|Islr2|Cdkl5,-2.8,Down
GO Biological Processes,19,GO:0010595,positive regulation of endothelial cell migration,19_GO:0040011 locomotion,-4.9,4.2,5.7,21222,116,565,13,2.3,0.63,14182|14461|15507|16000|16819|18127|19130|20692|23797|23892|71093|75723|80837,Fgfr1|Gata2|Hspb1|Igf1|Lcn2|Nos3|Prox1|Sparc|Akt3|Grem1|Atoh8|Amotl1|Rhoj,-2.8,Down
GO Biological Processes,19,GO:0003170,heart valve development,19_GO:0032502 developmental process,-4.8,5.4,6.1,21222,70,565,10,1.8,0.55,16007|18127|18128|18129|20564|21808|23794|56177|101401|268902,Ccn1|Nos3|Notch1|Notch2|Slit3|Tgfb2|Adamts5|Olfm1|Adamts9|Robo2,-2.7,Down
KEGG Pathway,24,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),,-4.8,3.1,5.3,21222,232,565,19,3.4,0.76,13003|14199|14268|15530|16402|16773|17880|20650|21827|24052|50876|64009|67399|68794|70549|77579|93689|98660|109700,Vcan|Fhl1|Fn1|Hspg2|Itga5|Lama2|Myh11|Sntb2|Thbs3|Sgcd|Tmod2|Syne1|Pdlim7|Flnc|Tln2|Myh10|Lmod1|Atp1a2|Itga1,-2.7,Down
GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,19_GO:0040007 growth,-4.8,3.5,5.4,21222,173,565,16,2.8,0.7,13609|16779|17762|18032|18080|18128|18187|20292|20377|20564|27103|54612|68404|71461|106042|269152,S1pr1|Lamb2|Mapt|Nfix|Nin|Notch1|Nrp2|Ccl11|Sfrp1|Slit3|Eif2ak4|Sfrp5|Nrn1|Ptk7|Prickle1|Kif26b,-2.7,Down
GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0065007 biological regulation,-4.8,2.5,5,21222,411,565,27,4.8,0.9,14268|15894|17762|18040|18208|19280|20292|22368|22415|23797|23945|50876|56177|56320|57257|58234|69524|76820|93689|108100|217835|218877|223864|243743|320027|320563|382253,Fn1|Icam1|Mapt|Nefm|Ntn1|Ptprs|Ccl11|Trpv2|Wnt3|Akt3|Mgll|Tmod2|Olfm1|Dbn1|Vav3|Shank3|Esam|Cyria|Lmod1|Baiap2|Rin3|Sema3g|Rapgef3|Plxna4|Fstl4|Islr2|Cdkl5,-2.7,Down
GO Biological Processes,19,GO:0031640,killing of cells of another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.7,3.8,5.5,21222,137,565,14,2.5,0.65,13226|13237|13239|17110|18780|23855|55985|68009|503491|626708|100038927|100041787|100041952|100294660,Defa31|Defa3|Defa5|Lyz1|Pla2g2a|Defa17|Cxcl13|Defa20|Defa24|Defa26|Defa30|Defa40|Defa34|Defa2,-2.7,Down
GO Biological Processes,19,GO:0141061,disruption of cell in another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.7,3.8,5.5,21222,137,565,14,2.5,0.65,13226|13237|13239|17110|18780|23855|55985|68009|503491|626708|100038927|100041787|100041952|100294660,Defa31|Defa3|Defa5|Lyz1|Pla2g2a|Defa17|Cxcl13|Defa20|Defa24|Defa26|Defa30|Defa40|Defa34|Defa2,-2.7,Down
GO Biological Processes,19,GO:0043583,ear development,19_GO:0032502 developmental process,-4.7,2.8,5.1,21222,277,565,21,3.7,0.8,12614|14160|14182|14461|14634|16000|16450|16526|18012|18032|18128|18208|19130|20692|21808|26564|71461|73750|231162|236266|380718,Celsr1|Lgr5|Fgfr1|Gata2|Gli3|Igf1|Jag2|Kcnk2|Neurod1|Nfix|Notch1|Ntn1|Prox1|Sparc|Tgfb2|Ror2|Ptk7|Whrn|Cytl1|Alms1|Mks1,-2.7,Down
KEGG Pathway,24,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),,-4.7,2.8,5.1,21222,299,565,22,3.9,0.81,12293|14170|14182|14186|15234|15370|15507|16000|16176|16177|16180|16590|17762|18654|18783|19252|21808|23797|72349|192176|193740|269881,Cacna2d1|Fgf15|Fgfr1|Fgfr4|Hgf|Nr4a1|Hspb1|Igf1|Il1b|Il1r1|Il1rap|Kit|Mapt|Pgf|Pla2g4a|Dusp1|Tgfb2|Akt3|Dusp3|Flna|Hspa1a|Map3k10,-2.7,Down
GO Biological Processes,19,GO:0050770,regulation of axonogenesis,19_GO:0032502 developmental process,-4.7,3.4,5.3,21222,175,565,16,2.8,0.7,13845|14268|17762|18040|18080|18208|19280|22368|22415|56320|218877|235611|268902|320027|320563|382253,Ephb3|Fn1|Mapt|Nefm|Nin|Ntn1|Ptprs|Trpv2|Wnt3|Dbn1|Sema3g|Plxnb1|Robo2|Fstl4|Islr2|Cdkl5,-2.7,Down
GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-4.7,2.7,5,21222,322,565,23,4.1,0.83,13003|14268|14634|14758|16000|16176|16773|16779|16847|17153|17181|18032|18088|18128|18208|18823|19317|21808|23966|26564|58234|121021|494504,Vcan|Fn1|Gli3|Gpm6b|Igf1|Il1b|Lama2|Lamb2|Lepr|Mal|Matn2|Nfix|Nkx2-2|Notch1|Ntn1|Plp1|Qki|Tgfb2|Tenm4|Ror2|Shank3|Cspg4|Apcdd1,-2.7,Down
GO Biological Processes,19,GO:0090090,negative regulation of canonical Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-4.7,3.8,5.5,21222,138,565,14,2.5,0.65,13132|13653|14634|18128|20377|23892|26564|54612|59036|83675|106042|207181|229473|330096,Dab2|Egr1|Gli3|Notch1|Sfrp1|Grem1|Ror2|Sfrp5|Dact1|Bicc1|Prickle1|Rbms3|Tmem131l|Shisa3,-2.7,Down
Reactome Gene Sets,6,R-MMU-6798695,Neutrophil degranulation,,-4.7,2.3,4.8,21222,511,565,31,5.5,0.96,12505|13226|13237|16819|20701|23855|50770|52331|66298|68009|78892|104112|193740|269116|381812|382000|382059|503491|626708|634825|665927|665956|100038927|100041688|100041759|100041787|100041890|100041895|100041952|100503605|100862126,Cd44|Defa31|Defa3|Lcn2|Serpina1b|Defa17|Atp11a|Stbd1|Defa21|Defa20|Crispld2|Acly|Hspa1a|Nfasc|Cracr2a|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa43|Defa30|Defa35|Defa41|Defa40|Defa32|Defa37|Defa34|Hbb-bs|Defa36,-2.7,Down
GO Biological Processes,19,GO:0010572,positive regulation of platelet activation,19_GO:0048518 positive regulation of biological process,-4.7,13,7.7,21222,14,565,5,0.88,0.39,14726|18783|20344|64817|192176,Pdpn|Pla2g4a|Selp|Svep1|Flna,-2.6,Down
GO Biological Processes,19,GO:0045747,positive regulation of Notch signaling pathway,19_GO:0048518 positive regulation of biological process,-4.7,6.7,6.3,21222,45,565,8,1.4,0.5,13855|16450|16590|18128|18133|21808|212547|268902,Epn2|Jag2|Kit|Notch1|Ccn3|Tgfb2|Nepro|Robo2,-2.6,Down
GO Biological Processes,19,GO:0040013,negative regulation of locomotion,19_GO:0040011 locomotion,-4.6,2.5,4.9,21222,371,565,25,4.4,0.87,17342|18128|18133|19252|19274|20377|22240|22415|23892|50768|55985|56320|66214|68713|70945|72349|77569|77574|101401|110532|117600|217835|240725|268902|381290,Mitf|Notch1|Ccn3|Dusp1|Ptprm|Sfrp1|Dpysl3|Wnt3|Grem1|Dlc1|Cxcl13|Dbn1|Rgcc|Ifitm1|Mmrn1|Dusp3|Limch1|Tcaf1|Adamts9|Adarb1|Srgap1|Rin3|Sulf1|Robo2|Atp2b4,-2.6,Down
GO Biological Processes,19,GO:0031644,regulation of nervous system process,19_GO:0032501 multicellular organismal process,-4.6,3.4,5.3,21222,178,565,16,2.8,0.7,14245|15234|16000|18127|18128|18133|19317|23945|23966|56320|58234|64009|67888|108100|216856|232813,Lpin1|Hgf|Igf1|Nos3|Notch1|Ccn3|Qki|Mgll|Tenm4|Dbn1|Shank3|Syne1|Tmem100|Baiap2|Nlgn2|Shisa7,-2.6,Down
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-4.6,2.4,4.8,21222,420,565,27,4.8,0.9,12614|13609|14726|14758|15894|19130|19218|20292|21808|50768|50876|53814|56320|58234|66214|69524|76820|77569|93689|98660|108100|192176|223864|230837|236266|268396|319710,Celsr1|S1pr1|Pdpn|Gpm6b|Icam1|Prox1|Ptger3|Ccl11|Tgfb2|Dlc1|Tmod2|Oaz3|Dbn1|Shank3|Rgcc|Esam|Cyria|Limch1|Lmod1|Atp1a2|Baiap2|Flna|Rapgef3|Asap3|Alms1|Sh3pxd2b|Frmd6,-2.6,Down
GO Biological Processes,19,GO:0070555,response to interleukin-1,19_GO:0050896 response to stimulus,-4.6,4.3,5.6,21222,106,565,12,2.1,0.61,13653|14268|16176|16177|16180|16324|16598|16819|19883|20377|73914|83397,Egr1|Fn1|Il1b|Il1r1|Il1rap|Inhbb|Klf2|Lcn2|Rora|Sfrp1|Irak3|Akap12,-2.6,Down
GO Biological Processes,19,GO:0085029,extracellular matrix assembly,19_GO:0009987 cellular process,-4.6,7.7,6.5,21222,34,565,7,1.2,0.47,14758|16779|16948|17880|54409|106042|108075,Gpm6b|Lamb2|Lox|Myh11|Ramp2|Prickle1|Ltbp4,-2.6,Down
GO Biological Processes,19,GO:0008361,regulation of cell size,19_GO:0065007 biological regulation,-4.6,3.1,5.1,21222,220,565,18,3.2,0.74,14268|17762|18208|19280|22368|22415|23797|23945|56177|56320|57257|58234|218877|223864|243743|320027|320563|382253,Fn1|Mapt|Ntn1|Ptprs|Trpv2|Wnt3|Akt3|Mgll|Olfm1|Dbn1|Vav3|Shank3|Sema3g|Rapgef3|Plxna4|Fstl4|Islr2|Cdkl5,-2.6,Down
GO Biological Processes,19,GO:0072006,nephron development,19_GO:0032502 developmental process,-4.6,3.5,5.3,21222,161,565,15,2.7,0.68,12505|13653|14634|16776|16779|18128|18129|18131|18514|18654|23892|54710|240725|269152|381157,Cd44|Egr1|Gli3|Lama5|Lamb2|Notch1|Notch2|Notch3|Pbx1|Pgf|Grem1|Hs3st3b1|Sulf1|Kif26b|Greb1l,-2.6,Down
GO Biological Processes,19,GO:0051963,regulation of synapse assembly,19_GO:0032502 developmental process,-4.6,3.1,5.1,21222,221,565,18,3.2,0.74,13845|14182|16180|18011|18208|18223|19280|20353|22359|54216|74480|106042|117600|170757|216856|232227|320712|330814,Ephb3|Fgfr1|Il1rap|Neurl1a|Ntn1|Numbl|Ptprs|Sema4c|Vldlr|Pcdh7|Samd4|Prickle1|Srgap1|Adgrl4|Nlgn2|Iqsec1|Abi3bp|Adgrl1,-2.5,Down
GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-4.5,2,4.6,21222,752,565,40,7.1,1.1,11514|13132|14170|14182|14268|14370|15234|15507|15894|16000|16176|16429|16590|16948|17872|18011|18129|18214|18606|19218|19252|20377|22068|22359|26564|27103|54612|56468|63913|68655|77446|77569|93834|94275|110532|121021|214444|223864|269881|320404,Adcy8|Dab2|Fgf15|Fgfr1|Fn1|Fzd8|Hgf|Hspb1|Icam1|Igf1|Il1b|Itln1|Kit|Lox|Ppp1r15a|Neurl1a|Notch2|Ddr2|Enpp2|Ptger3|Dusp1|Sfrp1|Trpc6|Vldlr|Ror2|Eif2ak4|Sfrp5|Socs5|Niban1|Fndc1|Heg1|Limch1|Peli2|Maged1|Adarb1|Cspg4|Cdk5rap2|Rapgef3|Map3k10|Itpkb,-2.5,Down
GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-4.5,2.1,4.7,21222,596,565,34,6,1,13609|14182|14371|14634|15284|16000|16523|16598|16779|16847|17762|18032|18080|18128|18129|18133|18187|18214|20292|20377|20564|21808|21827|23966|26903|27103|54612|68404|71461|77446|77579|106042|110532|269152,S1pr1|Fgfr1|Fzd9|Gli3|Hlx|Igf1|Kcnj8|Klf2|Lamb2|Lepr|Mapt|Nfix|Nin|Notch1|Notch2|Ccn3|Nrp2|Ddr2|Ccl11|Sfrp1|Slit3|Tgfb2|Thbs3|Tenm4|Dysf|Eif2ak4|Sfrp5|Nrn1|Ptk7|Heg1|Myh10|Prickle1|Adarb1|Kif26b,-2.5,Down
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-4.5,2.9,5,21222,243,565,19,3.4,0.76,12837|13132|14268|14726|14758|15227|16007|16402|18128|18606|23892|50768|56320|72349|77569|192176|225341|320712|407800,Col8a1|Dab2|Fn1|Pdpn|Gpm6b|Foxf1|Ccn1|Itga5|Notch1|Enpp2|Grem1|Dlc1|Dbn1|Dusp3|Limch1|Flna|Lims2|Abi3bp|Ecm2,-2.5,Down
GO Biological Processes,19,GO:0003177,pulmonary valve development,19_GO:0032502 developmental process,-4.5,9.4,6.8,21222,24,565,6,1.1,0.43,18127|18128|18129|21808|23794|268902,Nos3|Notch1|Notch2|Tgfb2|Adamts5|Robo2,-2.5,Down
GO Biological Processes,19,GO:2001046,positive regulation of integrin-mediated signaling pathway,19_GO:0048518 positive regulation of biological process,-4.5,13,7.4,21222,15,565,5,0.88,0.39,13132|16773|16779|192176|225341,Dab2|Lama2|Lamb2|Flna|Lims2,-2.5,Down
GO Biological Processes,19,GO:0030199,collagen fibril organization,19_GO:0009987 cellular process,-4.5,5.5,5.9,21222,61,565,9,1.6,0.53,12406|16948|18214|18451|21808|23892|56429|81877|94352,Serpinh1|Lox|Ddr2|P4ha1|Tgfb2|Grem1|Dpt|Tnxb|Loxl2,-2.5,Down
GO Biological Processes,19,GO:0048663,neuron fate commitment,19_GO:0032502 developmental process,-4.5,4.5,5.5,21222,92,565,11,1.9,0.58,14461|14634|16450|16911|18032|18088|18128|18131|19130|21808|103551,Gata2|Gli3|Jag2|Lmo4|Nfix|Nkx2-2|Notch1|Notch3|Prox1|Tgfb2|Epop,-2.5,Down
GO Biological Processes,19,GO:0051259,protein complex oligomerization,19_GO:0009987 cellular process,-4.5,2.7,4.9,21222,311,565,22,3.9,0.81,11514|13226|13237|13239|16500|17436|17762|19122|23855|53623|66069|107476|117167|238076|330189|332579|503491|626708|100038927|100041787|100041952|100294660,Adcy8|Defa31|Defa3|Defa5|Kcnb1|Me1|Mapt|Prnp|Defa17|Gria3|Snupn|Acaca|Steap4|Kcns3|Tmem120b|Card9|Defa24|Defa26|Defa30|Defa40|Defa34|Defa2,-2.5,Down
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-4.5,2.2,4.7,21222,501,565,30,5.3,0.94,11514|14170|14182|14370|14783|15894|16000|16176|16429|16590|16911|17872|18011|18129|18214|18606|19218|22068|22359|26564|27103|63913|68655|77569|93834|94275|121021|219033|223864|269881,Adcy8|Fgf15|Fgfr1|Fzd8|Grb10|Icam1|Igf1|Il1b|Itln1|Kit|Lmo4|Ppp1r15a|Neurl1a|Notch2|Ddr2|Enpp2|Ptger3|Trpc6|Vldlr|Ror2|Eif2ak4|Niban1|Fndc1|Limch1|Peli2|Maged1|Cspg4|Ang4|Rapgef3|Map3k10,-2.5,Down
GO Biological Processes,19,GO:0061138,morphogenesis of a branching epithelium,19_GO:0032502 developmental process,-4.5,3.1,5.1,21222,204,565,17,3,0.72,12505|12614|14182|14634|15227|16000|16776|17313|18128|18514|18654|19130|20292|20377|54710|380718|381157,Cd44|Celsr1|Fgfr1|Gli3|Foxf1|Igf1|Lama5|Mgp|Notch1|Pbx1|Pgf|Prox1|Ccl11|Sfrp1|Hs3st3b1|Mks1|Greb1l,-2.5,Down
GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-4.4,2.1,4.6,21222,603,565,34,6,1,13609|14182|14371|14634|15284|16000|16523|16598|16779|16847|17762|18032|18080|18128|18129|18133|18187|18214|20292|20377|20564|21808|21827|23966|26903|27103|54612|68404|71461|77446|77579|106042|110532|269152,S1pr1|Fgfr1|Fzd9|Gli3|Hlx|Igf1|Kcnj8|Klf2|Lamb2|Lepr|Mapt|Nfix|Nin|Notch1|Notch2|Ccn3|Nrp2|Ddr2|Ccl11|Sfrp1|Slit3|Tgfb2|Thbs3|Tenm4|Dysf|Eif2ak4|Sfrp5|Nrn1|Ptk7|Heg1|Myh10|Prickle1|Adarb1|Kif26b,-2.5,Down
GO Biological Processes,19,GO:0061351,neural precursor cell proliferation,19_GO:0009987 cellular process,-4.4,3.6,5.2,21222,146,565,14,2.5,0.65,14182|14371|14461|14634|16000|18032|18223|19130|19883|55992|56320|58234|225341|269060,Fgfr1|Fzd9|Gata2|Gli3|Igf1|Nfix|Numbl|Prox1|Rora|Trim3|Dbn1|Shank3|Lims2|Dagla,-2.5,Down
GO Biological Processes,19,GO:0030048,actin filament-based movement,19_GO:0009987 cellular process,-4.4,4.4,5.5,21222,94,565,11,1.9,0.58,12293|14726|16523|19317|24052|57814|77569|77579|231646|245049|319710,Cacna2d1|Pdpn|Kcnj8|Qki|Sgcd|Kcne4|Limch1|Myh10|Myo1h|Myrip|Frmd6,-2.4,Down
GO Biological Processes,19,GO:0070167,regulation of biomineral tissue development,19_GO:0032502 developmental process,-4.4,4.1,5.3,21222,111,565,12,2.1,0.61,13609|14371|14758|16007|17313|18127|18128|18214|20541|23892|66695|80752,S1pr1|Fzd9|Gpm6b|Ccn1|Mgp|Nos3|Notch1|Ddr2|Slc8a1|Grem1|Aspn|Fam20c,-2.4,Down
GO Biological Processes,19,GO:0007423,sensory organ development,19_GO:0032502 developmental process,-4.4,2,4.5,21222,711,565,38,6.7,1.1,12614|12837|14160|14182|14461|14634|16000|16324|16450|16526|16590|16779|17342|18012|18032|18128|18129|18208|18514|19130|19274|20692|21808|23965|26564|71461|73750|77579|80837|83453|101401|106042|224273|231162|236266|268396|380718|381290,Celsr1|Col8a1|Lgr5|Fgfr1|Gata2|Gli3|Igf1|Inhbb|Jag2|Kcnk2|Kit|Lamb2|Mitf|Neurod1|Nfix|Notch1|Notch2|Ntn1|Pbx1|Prox1|Ptprm|Sparc|Tgfb2|Tenm3|Ror2|Ptk7|Whrn|Myh10|Rhoj|Chrdl1|Adamts9|Prickle1|Crybg3|Cytl1|Alms1|Sh3pxd2b|Mks1|Atp2b4,-2.4,Down
GO Biological Processes,19,GO:0043536,positive regulation of blood vessel endothelial cell migration,19_GO:0040011 locomotion,-4.4,5.4,5.7,21222,63,565,9,1.6,0.53,14182|14461|15507|16000|18127|23797|23892|75723|80837,Fgfr1|Gata2|Hspb1|Igf1|Nos3|Akt3|Grem1|Amotl1|Rhoj,-2.4,Down
GO Biological Processes,19,GO:0040008,regulation of growth,19_GO:0040007 growth,-4.4,2,4.5,21222,686,565,37,6.5,1,12505|13132|14182|14199|14268|14732|15284|16000|16010|16526|17762|18128|18133|18208|19130|19280|20377|20564|20720|21808|22368|22402|22415|23892|23945|56177|56320|67866|74116|193740|218877|236266|243743|268396|320027|320563|382253,Cd44|Dab2|Fgfr1|Fhl1|Fn1|Gpam|Hlx|Igf1|Igfbp4|Kcnk2|Mapt|Notch1|Ccn3|Ntn1|Prox1|Ptprs|Sfrp1|Slit3|Serpine2|Tgfb2|Trpv2|Ccn4|Wnt3|Grem1|Mgll|Olfm1|Dbn1|Wfdc1|Pi16|Hspa1a|Sema3g|Alms1|Plxna4|Sh3pxd2b|Fstl4|Islr2|Cdkl5,-2.4,Down
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-4.4,2.3,4.7,21222,433,565,27,4.8,0.9,12293|14199|14681|15894|16000|16819|18127|18798|18823|19122|19218|19739|20541|20720|21808|22068|22353|22368|23797|26903|69047|98660|192176|223864|241556|381290|381812,Cacna2d1|Fhl1|Gnao1|Icam1|Igf1|Lcn2|Nos3|Plcb4|Plp1|Prnp|Ptger3|Rgs9|Slc8a1|Serpine2|Tgfb2|Trpc6|Vip|Trpv2|Akt3|Dysf|Atp2c2|Atp1a2|Flna|Rapgef3|Tspan18|Atp2b4|Cracr2a,-2.4,Down
GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-4.4,2.4,4.7,21222,409,565,26,4.6,0.88,11514|13132|14182|14186|14461|14645|16000|16176|16324|16500|16847|18012|18783|19218|19376|21808|23957|66214|68151|77579|104886|209630|216856|219033|233079|245049,Adcy8|Dab2|Fgfr1|Fgfr4|Gata2|Glul|Igf1|Il1b|Inhbb|Kcnb1|Lepr|Neurod1|Pla2g4a|Ptger3|Rab34|Tgfb2|Nr0b2|Rgcc|Wls|Myh10|Rab15|Frmd4a|Nlgn2|Ang4|Ffar2|Myrip,-2.4,Down
GO Biological Processes,19,GO:0010721,negative regulation of cell development,19_GO:0048519 negative regulation of biological process,-4.4,2.6,4.8,21222,316,565,22,3.9,0.81,12505|14461|14634|15284|15507|16000|16176|18128|18208|19130|19280|19317|20292|20377|22068|22415|56468|56741|218877|229473|237038|320027,Cd44|Gata2|Gli3|Hlx|Hspb1|Igf1|Il1b|Notch1|Ntn1|Prox1|Ptprs|Qki|Ccl11|Sfrp1|Trpc6|Wnt3|Socs5|Igdcc4|Sema3g|Tmem131l|Nox1|Fstl4,-2.4,Down
GO Biological Processes,19,GO:0021953,central nervous system neuron differentiation,19_GO:0032502 developmental process,-4.4,2.7,4.8,21222,294,565,21,3.7,0.8,13845|14182|14461|14634|16911|18012|18032|18080|18088|18128|18187|19130|19883|22415|58234|72393|110532|110596|243743|268902|384569,Ephb3|Fgfr1|Gata2|Gli3|Lmo4|Neurod1|Nfix|Nin|Nkx2-2|Notch1|Nrp2|Prox1|Rora|Wnt3|Shank3|Faim2|Adarb1|Arhgef28|Plxna4|Robo2|Nova2,-2.4,Down
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-4.3,2.1,4.5,21222,637,565,35,6.2,1,11514|12009|13650|14634|14645|14681|16000|16176|16324|16500|16847|17762|18012|18133|18576|19122|19218|19376|21808|23957|52055|53814|68151|68617|68655|77574|77579|110385|192176|209630|216856|219033|223864|233079|245049,Adcy8|Cep131|Rhbdf1|Gli3|Glul|Gnao1|Igf1|Il1b|Inhbb|Kcnb1|Lepr|Mapt|Neurod1|Ccn3|Pde3b|Prnp|Ptger3|Rab34|Tgfb2|Nr0b2|Rab11fip5|Oaz3|Wls|Mtcl1|Fndc1|Tcaf1|Myh10|Pde4c|Flna|Frmd4a|Nlgn2|Ang4|Rapgef3|Ffar2|Myrip,-2.4,Down
GO Biological Processes,19,GO:0060675,ureteric bud morphogenesis,19_GO:0032502 developmental process,-4.3,5.3,5.7,21222,64,565,9,1.6,0.53,12505|14634|16776|18514|18654|23892|54710|269152|381157,Cd44|Gli3|Lama5|Pbx1|Pgf|Grem1|Hs3st3b1|Kif26b|Greb1l,-2.4,Down
GO Biological Processes,19,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,19_GO:0009987 cellular process,-4.3,3.1,4.9,21222,209,565,17,3,0.72,12614|16180|16402|19274|19280|20344|21808|23965|23966|68810|69524|84004|94332|219228|239447|268902|665700,Celsr1|Il1rap|Itga5|Ptprm|Ptprs|Selp|Tgfb2|Tenm3|Tenm4|Nexn|Esam|Mcam|Cadm3|Pcdh17|Colec10|Robo2|Hmcn2,-2.4,Down
GO Biological Processes,19,GO:0044093,positive regulation of molecular function,19_GO:0065007 biological regulation,-4.3,1.9,4.4,21222,797,565,41,7.3,1.1,11514|12293|13609|14182|14186|14370|14681|15894|16000|16007|16176|16180|16590|16911|18011|18012|18129|18214|19739|21808|22068|22359|23892|26564|69538|73914|77574|94275|109791|110351|193740|223864|230837|231162|231532|235611|244654|269881|332579|381812|383619,Adcy8|Cacna2d1|S1pr1|Fgfr1|Fgfr4|Fzd8|Gnao1|Icam1|Igf1|Ccn1|Il1b|Il1rap|Kit|Lmo4|Neurl1a|Neurod1|Notch2|Ddr2|Rgs9|Tgfb2|Trpc6|Vldlr|Grem1|Ror2|Antxr1|Irak3|Tcaf1|Maged1|Clps|Rap1gap|Hspa1a|Rapgef3|Asap3|Cytl1|Arhgap24|Plxnb1|Mtss2|Map3k10|Card9|Cracr2a|Aim2,-2.4,Down
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-4.3,2.7,4.8,21222,296,565,21,3.7,0.8,12505|12614|14268|14461|14726|16000|16402|18129|20720|21788|21808|26903|71461|74145|76905|77579|84004|192176|208748|231532|546336,Cd44|Celsr1|Fn1|Gata2|Pdpn|Igf1|Itga5|Notch2|Serpine2|Tfpi|Tgfb2|Dysf|Ptk7|F13a1|Lrg1|Myh10|Mcam|Flna|Prrg3|Arhgap24|Prrg1,-2.4,Down
