Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0045936,negative regulation of phosphate metabolic process,19_GO:0048519 negative regulation of biological process,-3,4,4.3,30284,271,225,8,3.6,1.2,1845|2950|4067|5515|5777|9647|10399|11315,DUSP3|GSTP1|LYN|PPP2CA|PTPN6|PPM1F|RACK1|PARK7,-1.5,down
GO Biological Processes,19,GO:0010563,negative regulation of phosphorus metabolic process,19_GO:0048519 negative regulation of biological process,-3,4,4.3,30284,271,225,8,3.6,1.2,1845|2950|4067|5515|5777|9647|10399|11315,DUSP3|GSTP1|LYN|PPP2CA|PTPN6|PPM1F|RACK1|PARK7,-1.5,down
GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-3,4,4.3,30284,271,225,8,3.6,1.2,3303|3655|3987|4067|6251|9647|10235|10399,HSPA1A|ITGA6|LIMS1|LYN|RSU1|PPM1F|RASGRP2|RACK1,-1.5,down
GO Biological Processes,19,GO:0090174,organelle membrane fusion,19_GO:0009987 cellular process,-3,6.6,4.9,30284,102,225,5,2.2,0.98,5305|7879|51552|51652|53916,PIP4K2A|RAB7A|RAB14|CHMP3|RAB4B,-1.5,down
GO Biological Processes,19,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3,6.6,4.9,30284,102,225,5,2.2,0.98,2876|2950|3303|3655|11315,GPX1|GSTP1|HSPA1A|ITGA6|PARK7,-1.5,down
GO Biological Processes,19,GO:0019941,modification-dependent protein catabolic process,19_GO:0009987 cellular process,-3,2.9,3.9,30284,557,225,12,5.3,1.5,5700|5701|5715|6451|6500|6921|7317|7318|7329|51652|55968|130617,PSMC1|PSMC2|PSMD9|SH3BGRL|SKP1|ELOC|UBA1|UBA7|UBE2I|CHMP3|NSFL1C|ZFAND2B,-1.4,down
GO Biological Processes,19,GO:0001933,negative regulation of protein phosphorylation,19_GO:0048519 negative regulation of biological process,-3,4.5,4.4,30284,210,225,7,3.1,1.2,1845|2950|4067|5777|9647|10399|11315,DUSP3|GSTP1|LYN|PTPN6|PPM1F|RACK1|PARK7,-1.4,down
GO Biological Processes,19,GO:0042759,long-chain fatty acid biosynthetic process,19_GO:0009987 cellular process,-3,15,6.3,30284,27,225,3,1.3,0.76,239|242|2950,ALOX12|ALOX12B|GSTP1,-1.4,down
WikiPathways,27,WP4856,Intracellular trafficking proteins involved in CMT neuropathy,,-3,15,6.3,30284,27,225,3,1.3,0.76,7879|8766|53916,RAB7A|RAB11A|RAB4B,-1.4,down
Reactome Gene Sets,6,R-HSA-9013106,RHOC GTPase cycle,,-3,9,5.3,30284,60,225,4,1.8,0.88,392|396|2040|6793,ARHGAP1|ARHGDIA|STOM|STK10,-1.4,down
KEGG Pathway,24,hsa04730,Long-term depression,,-3,9,5.3,30284,60,225,4,1.8,0.88,4067|5331|5515|10672,LYN|PLCB3|PPP2CA|GNA13,-1.4,down
GO Biological Processes,19,GO:0051668,localization within membrane,19_GO:0051179 localization,-3,2.9,3.9,30284,561,225,12,5.3,1.5,439|637|2060|2316|7879|8766|10890|30845|50848|51552|51560|130617,GET3|BID|EPS15|FLNA|RAB7A|RAB11A|RAB10|EHD3|F11R|RAB14|RAB6B|ZFAND2B,-1.4,down
GO Biological Processes,19,GO:0032870,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-3,2.9,3.9,30284,562,225,12,5.3,1.5,2782|3303|3312|3416|3690|4067|5315|5573|7533|10890|11315|26060,GNB1|HSPA1A|HSPA8|IDE|ITGB3|LYN|PKM|PRKAR1A|YWHAH|RAB10|PARK7|APPL1,-1.4,down
GO Biological Processes,19,GO:0043632,modification-dependent macromolecule catabolic process,19_GO:0009987 cellular process,-3,2.9,3.9,30284,562,225,12,5.3,1.5,5700|5701|5715|6451|6500|6921|7317|7318|7329|51652|55968|130617,PSMC1|PSMC2|PSMD9|SH3BGRL|SKP1|ELOC|UBA1|UBA7|UBE2I|CHMP3|NSFL1C|ZFAND2B,-1.4,down
GO Biological Processes,19,GO:0007009,plasma membrane organization,19_GO:0009987 cellular process,-3,5.2,4.5,30284,155,225,6,2.7,1.1,3611|4627|8436|26509|51411|51652,ILK|MYH9|CAVIN2|MYOF|BIN2|CHMP3,-1.4,down
GO Biological Processes,19,GO:0050000,chromosome localization,19_GO:0051179 localization,-3,6.5,4.8,30284,104,225,5,2.2,0.98,8766|10096|10726|22919|51652,RAB11A|ACTR3|NUDC|MAPRE1|CHMP3,-1.4,down
GO Biological Processes,19,GO:0033559,unsaturated fatty acid metabolic process,19_GO:0009987 cellular process,-3,6.5,4.8,30284,104,225,5,2.2,0.98,239|242|873|2876|2950,ALOX12|ALOX12B|CBR1|GPX1|GSTP1,-1.4,down
WikiPathways,27,WP5072,Modulators of TCR signaling and T cell activation,,-3,8.8,5.3,30284,61,225,4,1.8,0.88,3937|5777|6923|10672,LCP2|PTPN6|ELOB|GNA13,-1.4,down
GO Biological Processes,19,GO:0008154,actin polymerization or depolymerization,19_GO:0009987 cellular process,-3,8.8,5.3,30284,61,225,4,1.8,0.88,7429|7456|10093|11034,VIL1|WIPF1|ARPC4|DSTN,-1.4,down
KEGG Pathway,24,hsa05170,Human immunodeficiency virus 1 infection,,-3,4.4,4.3,30284,213,225,7,3.1,1.2,637|2782|2923|5530|6500|6921|6923,BID|GNB1|PDIA3|PPP3CA|SKP1|ELOC|ELOB,-1.4,down
Canonical Pathways,11,M252,PID IL8 CXCR1 PATHWAY,,-2.9,14,6.1,30284,28,225,3,1.3,0.76,2782|4067|5331,GNB1|LYN|PLCB3,-1.4,down
Reactome Gene Sets,6,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,,-2.9,14,6.1,30284,28,225,3,1.3,0.76,3690|5037|7094,ITGB3|PEBP1|TLN1,-1.4,down
Canonical Pathways,11,M163,PID LIS1 PATHWAY,,-2.9,14,6.1,30284,28,225,3,1.3,0.76,998|7531|10726,CDC42|YWHAE|NUDC,-1.4,down
GO Biological Processes,19,GO:0030855,epithelial cell differentiation,19_GO:0032502 developmental process,-2.9,2.7,3.8,30284,646,225,13,5.8,1.6,271|310|873|998|2316|2876|3854|4478|5530|7051|7429|10890|50848,AMPD2|ANXA7|CBR1|CDC42|FLNA|GPX1|KRT6B|MSN|PPP3CA|TGM1|VIL1|RAB10|F11R,-1.4,down
KEGG Pathway,24,hsa04148,Efferocytosis,,-2.9,5.1,4.5,30284,157,225,6,2.7,1.1,961|3690|5777|5878|7879|51552,CD47|ITGB3|PTPN6|RAB5C|RAB7A|RAB14,-1.4,down
GO Biological Processes,19,GO:0071709,membrane assembly,19_GO:0009987 cellular process,-2.9,8.7,5.2,30284,62,225,4,1.8,0.88,3611|7329|51652|55968,ILK|UBE2I|CHMP3|NSFL1C,-1.4,down
KEGG Pathway,24,hsa05020,Prion disease,,-2.9,3.9,4.2,30284,278,225,8,3.6,1.2,3303|3312|5530|5700|5701|5715|10383|10963,HSPA1A|HSPA8|PPP3CA|PSMC1|PSMC2|PSMD9|TUBB4B|STIP1,-1.4,down
GO Biological Processes,19,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0050896 response to stimulus,-2.9,3.9,4.2,30284,278,225,8,3.6,1.2,998|1950|2876|5515|5777|7295|10399|11315,CDC42|EGF|GPX1|PPP2CA|PTPN6|TXN|RACK1|PARK7,-1.4,down
Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signaling,,-2.9,6.3,4.8,30284,106,225,5,2.2,0.98,396|7531|8997|10399|10672,ARHGDIA|YWHAE|KALRN|RACK1|GNA13,-1.4,down
Reactome Gene Sets,6,R-HSA-446203,Asparagine N-linked glycosylation,,-2.9,3.9,4.2,30284,279,225,8,3.6,1.2,377|381|2923|5700|5973|10383|27095|81876,ARF3|ARF5|PDIA3|PSMC1|RENBP|TUBB4B|TRAPPC3|RAB1B,-1.4,down
KEGG Pathway,24,hsa04922,Glucagon signaling pathway,,-2.9,6.3,4.7,30284,107,225,5,2.2,0.98,5214|5223|5315|5331|5530,PFKP|PGAM1|PKM|PLCB3|PPP3CA,-1.4,down
GO Biological Processes,19,GO:0072523,purine-containing compound catabolic process,19_GO:0009987 cellular process,-2.9,6.3,4.7,30284,107,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-1.4,down
GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,19_GO:0051179 localization,-2.9,5.1,4.5,30284,159,225,6,2.7,1.1,961|998|1950|5530|23011|26060,CD47|CDC42|EGF|PPP3CA|RAB21|APPL1,-1.4,down
GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0009987 cellular process,-2.9,8.5,5.2,30284,63,225,4,1.8,0.88,3029|3416|9520|10314,HAGH|IDE|NPEPPS|LANCL1,-1.4,down
GO Biological Processes,19,GO:0090109,regulation of cell-substrate junction assembly,19_GO:0050789 regulation of biological process,-2.9,8.5,5.2,30284,63,225,4,1.8,0.88,1845|3987|7094|9647,DUSP3|LIMS1|TLN1|PPM1F,-1.4,down
GO Biological Processes,19,GO:0051893,regulation of focal adhesion assembly,19_GO:0050789 regulation of biological process,-2.9,8.5,5.2,30284,63,225,4,1.8,0.88,1845|3987|7094|9647,DUSP3|LIMS1|TLN1|PPM1F,-1.4,down
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-2.9,2.7,3.8,30284,653,225,13,5.8,1.6,239|637|961|1845|2316|4067|5530|5573|5777|6469|8440|50848|84959,ALOX12|BID|CD47|DUSP3|FLNA|LYN|PPP3CA|PRKAR1A|PTPN6|SHH|NCK2|F11R|UBASH3B,-1.4,down
GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-2.9,2.8,3.8,30284,574,225,12,5.3,1.5,1950|3690|3937|4067|5515|5899|6500|7295|8536|10399|11315|51719,EGF|ITGB3|LCP2|LYN|PPP2CA|RALB|SKP1|TXN|CAMK1|RACK1|PARK7|CAB39,-1.4,down
GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0009987 cellular process,-2.9,3.5,4,30284,351,225,9,4,1.3,2060|5305|7879|8766|10015|27095|51552|51652|53916,EPS15|PIP4K2A|RAB7A|RAB11A|PDCD6IP|TRAPPC3|RAB14|CHMP3|RAB4B,-1.4,down
Reactome Gene Sets,6,R-HSA-9700206,Signaling by ALK in cancer,,-2.9,8.4,5.1,30284,64,225,4,1.8,0.88,833|4478|4627|5573,CARS1|MSN|MYH9|PRKAR1A,-1.4,down
Reactome Gene Sets,6,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,,-2.9,8.4,5.1,30284,64,225,4,1.8,0.88,833|4478|4627|5573,CARS1|MSN|MYH9|PRKAR1A,-1.4,down
GO Biological Processes,19,GO:0019318,hexose metabolic process,19_GO:0009987 cellular process,-2.9,5,4.4,30284,161,225,6,2.7,1.1,2023|2592|5214|5223|5315|7167,ENO1|GALT|PFKP|PGAM1|PKM|TPI1,-1.4,down
GO Biological Processes,19,GO:0000226,microtubule cytoskeleton organization,19_GO:0009987 cellular process,-2.9,2.8,3.8,30284,578,225,12,5.3,1.5,1155|2316|3611|4627|4659|7094|8766|10383|10726|22919|51119|55968,TBCB|FLNA|ILK|MYH9|PPP1R12A|TLN1|RAB11A|TUBB4B|NUDC|MAPRE1|SBDS|NSFL1C,-1.3,down
Reactome Gene Sets,6,R-HSA-68886,M Phase,,-2.9,3.4,4,30284,354,225,9,4,1.3,2010|5700|5701|7329|7531|10383|10726|22919|81876,EMD|PSMC1|PSMC2|UBE2I|YWHAE|TUBB4B|NUDC|MAPRE1|RAB1B,-1.3,down
KEGG Pathway,24,hsa04066,HIF-1 signaling pathway,,-2.9,6.1,4.7,30284,110,225,5,2.2,0.98,1950|2023|5214|6921|6923,EGF|ENO1|PFKP|ELOC|ELOB,-1.3,down
Reactome Gene Sets,6,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,,-2.9,8.3,5.1,30284,65,225,4,1.8,0.88,3326|4627|10093|10096,HSP90AB1|MYH9|ARPC4|ACTR3,-1.3,down
Canonical Pathways,11,M15,PID LYSOPHOSPHOLIPID PATHWAY,,-2.9,8.3,5.1,30284,65,225,4,1.8,0.88,2782|4067|5331|10672,GNB1|LYN|PLCB3|GNA13,-1.3,down
Reactome Gene Sets,6,R-HSA-438064,Post NMDA receptor activation events,,-2.9,8.3,5.1,30284,65,225,4,1.8,0.88,4900|5573|8536|10383,NRGN|PRKAR1A|CAMK1|TUBB4B,-1.3,down
Canonical Pathways,11,M83,PID CDC42 REG PATHWAY,,-2.8,13,5.9,30284,30,225,3,1.3,0.76,392|396|998,ARHGAP1|ARHGDIA|CDC42,-1.3,down
Canonical Pathways,11,M76,PID P38 ALPHA BETA PATHWAY,,-2.8,13,5.9,30284,30,225,3,1.3,0.76,998|4067|5899,CDC42|LYN|RALB,-1.3,down
GO Biological Processes,19,GO:0098927,vesicle-mediated transport between endosomal compartments,19_GO:0051179 localization,-2.8,13,5.9,30284,30,225,3,1.3,0.76,2316|7879|8766,FLNA|RAB7A|RAB11A,-1.3,down
Reactome Gene Sets,6,R-HSA-76009,Platelet Aggregation (Plug Formation),,-2.8,13,5.9,30284,30,225,3,1.3,0.76,3690|7094|10235,ITGB3|TLN1|RASGRP2,-1.3,down
GO Biological Processes,19,GO:0051494,negative regulation of cytoskeleton organization,19_GO:0048519 negative regulation of biological process,-2.8,5,4.4,30284,163,225,6,2.7,1.1,5216|7429|9535|22919|50848|57175,PFN1|VIL1|GMFG|MAPRE1|F11R|CORO1B,-1.3,down
GO Biological Processes,19,GO:0061025,membrane fusion,19_GO:0009987 cellular process,-2.8,5,4.4,30284,163,225,6,2.7,1.1,5305|7879|51552|51652|53916|55968,PIP4K2A|RAB7A|RAB14|CHMP3|RAB4B|NSFL1C,-1.3,down
GO Biological Processes,19,GO:0072593,reactive oxygen species metabolic process,19_GO:0009987 cellular process,-2.8,6.1,4.6,30284,111,225,5,2.2,0.98,239|2876|7295|9973|11315,ALOX12|GPX1|TXN|CCS|PARK7,-1.3,down
GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,19_GO:0009987 cellular process,-2.8,6.1,4.6,30284,111,225,5,2.2,0.98,239|242|873|2876|2950,ALOX12|ALOX12B|CBR1|GPX1|GSTP1,-1.3,down
GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.8,3.1,3.9,30284,429,225,10,4.4,1.4,998|2876|5331|5345|5973|7122|7873|10059|10672|26509,CDC42|GPX1|PLCB3|SERPINF2|RENBP|CLDN5|MANF|DNM1L|GNA13|MYOF,-1.3,down
GO Biological Processes,19,GO:0051653,spindle localization,19_GO:0051179 localization,-2.8,8.2,5,30284,66,225,4,1.8,0.88,4627|10096|22919|55968,MYH9|ACTR3|MAPRE1|NSFL1C,-1.3,down
GO Biological Processes,19,GO:0033135,regulation of peptidyl-serine phosphorylation,19_GO:0050789 regulation of biological process,-2.8,8.2,5,30284,66,225,4,1.8,0.88,7295|9647|10399|11315,TXN|PPM1F|RACK1|PARK7,-1.3,down
Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-2.8,4.2,4.2,30284,224,225,7,3.1,1.2,1950|3690|5037|5700|5701|7094|10434,EGF|ITGB3|PEBP1|PSMC1|PSMC2|TLN1|LYPLA1,-1.3,down
GO Biological Processes,19,GO:0051146,striated muscle cell differentiation,19_GO:0032502 developmental process,-2.8,4.2,4.2,30284,224,225,7,3.1,1.2,1465|2318|2876|4627|5530|5573|6469,CSRP1|FLNC|GPX1|MYH9|PPP3CA|PRKAR1A|SHH,-1.3,down
Canonical Pathways,11,M63,PID AVB3 OPN PATHWAY,,-2.8,13,5.8,30284,31,225,3,1.3,0.76,998|3611|3690,CDC42|ILK|ITGB3,-1.3,down
GO Biological Processes,19,GO:0150117,positive regulation of cell-substrate junction organization,19_GO:0048518 positive regulation of biological process,-2.8,13,5.8,30284,31,225,3,1.3,0.76,1845|3987|9647,DUSP3|LIMS1|PPM1F,-1.3,down
GO Biological Processes,19,GO:0099558,maintenance of synapse structure,19_GO:0009987 cellular process,-2.8,13,5.8,30284,31,225,3,1.3,0.76,3690|26060|147381,ITGB3|APPL1|CBLN2,-1.3,down
Canonical Pathways,11,M213,PID AR NONGENOMIC PATHWAY,,-2.8,13,5.8,30284,31,225,3,1.3,0.76,998|2782|5331,CDC42|GNB1|PLCB3,-1.3,down
GO Biological Processes,19,GO:0090066,regulation of anatomical structure size,19_GO:0065007 biological regulation,-2.8,2.9,3.8,30284,508,225,11,4.9,1.4,2876|4478|5216|5345|7429|7873|8440|11034|23011|51652|345456,GPX1|MSN|PFN1|SERPINF2|VIL1|MANF|NCK2|DSTN|RAB21|CHMP3|PFN3,-1.3,down
GO Biological Processes,19,GO:0042326,negative regulation of phosphorylation,19_GO:0048519 negative regulation of biological process,-2.8,4.2,4.1,30284,226,225,7,3.1,1.2,1845|2950|4067|5777|9647|10399|11315,DUSP3|GSTP1|LYN|PTPN6|PPM1F|RACK1|PARK7,-1.3,down
KEGG Pathway,24,hsa05163,Human cytomegalovirus infection,,-2.8,4.2,4.1,30284,226,225,7,3.1,1.2,637|2782|2923|3690|5331|5530|10672,BID|GNB1|PDIA3|ITGB3|PLCB3|PPP3CA|GNA13,-1.3,down
GO Biological Processes,19,GO:0051926,negative regulation of calcium ion transport,19_GO:0051179 localization,-2.8,8,5,30284,67,225,4,1.8,0.88,5530|6717|7531|9446,PPP3CA|SRI|YWHAE|GSTO1,-1.3,down
Canonical Pathways,11,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,,-2.8,8,5,30284,67,225,4,1.8,0.88,998|7531|7533|7534,CDC42|YWHAE|YWHAH|YWHAZ,-1.3,down
Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-2.8,4.2,4.1,30284,227,225,7,3.1,1.2,1950|3690|5037|5700|5701|7094|10434,EGF|ITGB3|PEBP1|PSMC1|PSMC2|TLN1|LYPLA1,-1.3,down
GO Biological Processes,19,GO:0050866,negative regulation of cell activation,19_GO:0048519 negative regulation of biological process,-2.8,4.2,4.1,30284,227,225,7,3.1,1.2,239|1845|4067|5573|5777|6469|84959,ALOX12|DUSP3|LYN|PRKAR1A|PTPN6|SHH|UBASH3B,-1.3,down
GO Biological Processes,19,GO:0140014,mitotic nuclear division,19_GO:0009987 cellular process,-2.8,4.8,4.3,30284,168,225,6,2.7,1.1,2316|7329|8766|10726|22919|51652,FLNA|UBE2I|RAB11A|NUDC|MAPRE1|CHMP3,-1.3,down
GO Biological Processes,19,GO:0150116,regulation of cell-substrate junction organization,19_GO:0050789 regulation of biological process,-2.8,7.9,4.9,30284,68,225,4,1.8,0.88,1845|3987|7094|9647,DUSP3|LIMS1|TLN1|PPM1F,-1.3,down
GO Biological Processes,19,GO:0006081,aldehyde metabolic process,19_GO:0009987 cellular process,-2.8,7.9,4.9,30284,68,225,4,1.8,0.88,3029|7167|8574|11315,HAGH|TPI1|AKR7A2|PARK7,-1.3,down
GO Biological Processes,19,GO:0072594,establishment of protein localization to organelle,19_GO:0051179 localization,-2.8,3.3,3.9,30284,364,225,9,4,1.3,637|3312|5530|6469|7879|8766|10890|26060|130617,BID|HSPA8|PPP3CA|SHH|RAB7A|RAB11A|RAB10|APPL1|ZFAND2B,-1.3,down
GO Biological Processes,19,GO:0036258,multivesicular body assembly,19_GO:0009987 cellular process,-2.8,13,5.7,30284,32,225,3,1.3,0.76,8766|10015|51652,RAB11A|PDCD6IP|CHMP3,-1.3,down
Reactome Gene Sets,6,R-HSA-5674135,MAP2K and MAPK activation,,-2.8,13,5.7,30284,32,225,3,1.3,0.76,3690|5037|7094,ITGB3|PEBP1|TLN1,-1.3,down
Reactome Gene Sets,6,R-HSA-3928662,EPHB-mediated forward signaling,,-2.8,13,5.7,30284,32,225,3,1.3,0.76,8997|10093|10096,KALRN|ARPC4|ACTR3,-1.3,down
Reactome Gene Sets,6,R-HSA-5358351,Signaling by Hedgehog,,-2.8,5.9,4.5,30284,115,225,5,2.2,0.98,5573|5700|5701|6469|10383,PRKAR1A|PSMC1|PSMC2|SHH|TUBB4B,-1.3,down
GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.8,5.9,4.5,30284,115,225,5,2.2,0.98,3303|5700|5701|6923|10399,HSPA1A|PSMC1|PSMC2|ELOB|RACK1,-1.3,down
GO Biological Processes,19,GO:0006690,icosanoid metabolic process,19_GO:0009987 cellular process,-2.8,5.9,4.5,30284,115,225,5,2.2,0.98,239|242|873|2876|2950,ALOX12|ALOX12B|CBR1|GPX1|GSTP1,-1.3,down
GO Biological Processes,19,GO:0010632,regulation of epithelial cell migration,19_GO:0040011 locomotion,-2.8,7.8,4.9,30284,69,225,4,1.8,0.88,5216|7429|8766|9647,PFN1|VIL1|RAB11A|PPM1F,-1.3,down
GO Biological Processes,19,GO:0044091,membrane biogenesis,19_GO:0009987 cellular process,-2.8,7.8,4.9,30284,69,225,4,1.8,0.88,3611|7329|51652|55968,ILK|UBE2I|CHMP3|NSFL1C,-1.3,down
GO Biological Processes,19,GO:0043547,positive regulation of GTPase activity,19_GO:0065007 biological regulation,-2.7,5.8,4.5,30284,117,225,5,2.2,0.98,3655|3987|6251|10235|10399,ITGA6|LIMS1|RSU1|RASGRP2|RACK1,-1.3,down
Canonical Pathways,11,M81,PID CDC42 PATHWAY,,-2.7,7.7,4.8,30284,70,225,4,1.8,0.88,396|998|10093|10096,ARHGDIA|CDC42|ARPC4|ACTR3,-1.3,down
Reactome Gene Sets,6,R-HSA-5628897,TP53 Regulates Metabolic Genes,,-2.7,7.7,4.8,30284,70,225,4,1.8,0.88,7295|7531|7533|7534,TXN|YWHAE|YWHAH|YWHAZ,-1.3,down
Reactome Gene Sets,6,R-HSA-5617833,Cilium Assembly,,-2.7,4.7,4.2,30284,172,225,6,2.7,1.1,6102|7203|7531|8766|10383|22919,RP2|CCT3|YWHAE|RAB11A|TUBB4B|MAPRE1,-1.2,down
Canonical Pathways,11,M277,PID INTEGRIN A4B1 PATHWAY,,-2.7,12,5.6,30284,33,225,3,1.3,0.76,5573|7094|7534,PRKAR1A|TLN1|YWHAZ,-1.2,down
GO Biological Processes,19,GO:0090162,establishment of epithelial cell polarity,19_GO:0009987 cellular process,-2.7,12,5.6,30284,33,225,3,1.3,0.76,998|4478|6469,CDC42|MSN|SHH,-1.2,down
GO Biological Processes,19,GO:0036257,multivesicular body organization,19_GO:0009987 cellular process,-2.7,12,5.6,30284,33,225,3,1.3,0.76,8766|10015|51652,RAB11A|PDCD6IP|CHMP3,-1.2,down
GO Biological Processes,19,GO:0006911,"phagocytosis, engulfment",19_GO:0051179 localization,-2.7,12,5.6,30284,33,225,3,1.3,0.76,998|4627|51411,CDC42|MYH9|BIN2,-1.2,down
GO Biological Processes,19,GO:0090317,negative regulation of intracellular protein transport,19_GO:0051179 localization,-2.7,12,5.6,30284,33,225,3,1.3,0.76,7295|11315|55432,TXN|PARK7|YOD1,-1.2,down
KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-2.7,3.6,3.9,30284,300,225,8,3.6,1.2,998|1845|1950|2316|3303|3312|5530|10235,CDC42|DUSP3|EGF|FLNA|HSPA1A|HSPA8|PPP3CA|RASGRP2,-1.2,down
GO Biological Processes,19,GO:0050821,protein stabilization,19_GO:0065007 biological regulation,-2.7,4,4,30284,234,225,7,3.1,1.2,2316|3303|3326|5216|7203|11315|23011,FLNA|HSPA1A|HSP90AB1|PFN1|CCT3|PARK7|RAB21,-1.2,down
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-2.7,3,3.7,30284,445,225,10,4.4,1.4,239|1845|2876|2950|4067|5345|5777|7534|57175|84959,ALOX12|DUSP3|GPX1|GSTP1|LYN|SERPINF2|PTPN6|YWHAZ|CORO1B|UBASH3B,-1.2,down
GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-2.7,2.8,3.7,30284,523,225,11,4.9,1.4,2316|3611|5530|7329|8766|10015|10726|22919|51119|51652|55968,FLNA|ILK|PPP3CA|UBE2I|RAB11A|PDCD6IP|NUDC|MAPRE1|SBDS|CHMP3|NSFL1C,-1.2,down
GO Biological Processes,19,GO:0051235,maintenance of location,19_GO:0051179 localization,-2.7,4.6,4.2,30284,174,225,6,2.7,1.1,2316|6500|6717|7295|7531|11315,FLNA|SKP1|SRI|TXN|YWHAE|PARK7,-1.2,down
Canonical Pathways,11,M30,PID HDAC CLASSII PATHWAY,,-2.7,12,5.5,30284,34,225,3,1.3,0.76,2782|7329|7531,GNB1|UBE2I|YWHAE,-1.2,down
GO Biological Processes,19,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.7,12,5.5,30284,34,225,3,1.3,0.76,3303|8440|11315,HSPA1A|NCK2|PARK7,-1.2,down
GO Biological Processes,19,GO:0019068,virion assembly,19_GO:0016032 viral process,-2.7,12,5.5,30284,34,225,3,1.3,0.76,10015|51652|81876,PDCD6IP|CHMP3|RAB1B,-1.2,down
Reactome Gene Sets,6,R-HSA-69620,Cell Cycle Checkpoints,,-2.7,4,4,30284,237,225,7,3.1,1.2,5700|5701|7531|7533|7534|10726|22919,PSMC1|PSMC2|YWHAE|YWHAH|YWHAZ|NUDC|MAPRE1,-1.2,down
GO Biological Processes,19,GO:1990778,protein localization to cell periphery,19_GO:0051179 localization,-2.7,4,4,30284,237,225,7,3.1,1.2,2316|3611|7879|8766|10890|30845|50848,FLNA|ILK|RAB7A|RAB11A|RAB10|EHD3|F11R,-1.2,down
GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0009987 cellular process,-2.7,5.6,4.4,30284,120,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-1.2,down
GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-2.7,2.4,3.5,30284,776,225,14,6.2,1.6,637|998|1950|2273|3303|4067|5515|5720|5777|8766|10015|26060|51652|55968,BID|CDC42|EGF|FHL1|HSPA1A|LYN|PPP2CA|PSME1|PTPN6|RAB11A|PDCD6IP|APPL1|CHMP3|NSFL1C,-1.2,down
WikiPathways,27,WP4541,Hippo Merlin signaling dysregulation,,-2.7,5.6,4.4,30284,121,225,5,2.2,0.98,3655|3674|3690|4659|5573,ITGA6|ITGA2B|ITGB3|PPP1R12A|PRKAR1A,-1.2,down
Reactome Gene Sets,6,R-HSA-112315,Transmission across Chemical Synapses,,-2.7,3.9,4,30284,239,225,7,3.1,1.2,3312|4900|5331|5573|8536|9647|10383,HSPA8|NRGN|PLCB3|PRKAR1A|CAMK1|PPM1F|TUBB4B,-1.2,down
KEGG Pathway,24,hsa00562,Inositol phosphate metabolism,,-2.7,7.4,4.7,30284,73,225,4,1.8,0.88,3612|5305|5331|7167,IMPA1|PIP4K2A|PLCB3|TPI1,-1.2,down
Reactome Gene Sets,6,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,,-2.7,7.4,4.7,30284,73,225,4,1.8,0.88,4659|7531|10383|22919,PPP1R12A|YWHAE|TUBB4B|MAPRE1,-1.2,down
