Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-3.3,7.7,5.4,30284,210,94,5,5.3,2.3,2214|3329|6774|6850|11027,FCGR3A|HSPD1|STAT3|SYK|LILRA2,-1.7,up
GO Biological Processes,19,GO:0042742,defense response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3,6,5,30284,324,94,6,6.4,2.5,1401|1991|6590|6850|10417|28912,CRP|ELANE|SLPI|SYK|SPON2|IGKV3-20,-1.6,up
GO Biological Processes,19,GO:0002440,production of molecular mediator of immune response,19_GO:0002376 immune system process,-3.3,19,7.2,30284,51,94,3,3.2,1.8,1991|3329|5591,ELANE|HSPD1|PRKDC,-1.6,up
GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-3.3,7.5,5.3,30284,214,94,5,5.3,2.3,2|966|5817|6850|84695,A2M|CD59|PVR|SYK|LOXL3,-1.6,up
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-3.3,7.5,5.3,30284,214,94,5,5.3,2.3,2214|3329|6774|6850|11027,FCGR3A|HSPD1|STAT3|SYK|LILRA2,-1.6,up
GO Biological Processes,19,GO:0001775,cell activation,19_GO:0032501 multicellular organismal process,-3.2,3.8,4.4,30284,754,94,9,9.6,3,558|2214|3329|5591|6376|6774|6850|8935|11027,AXL|FCGR3A|HSPD1|PRKDC|CX3CL1|STAT3|SYK|SKAP2|LILRA2,-1.6,up
GO Biological Processes,19,GO:2001222,regulation of neuron migration,19_GO:0040011 locomotion,-3.2,19,7.1,30284,52,94,3,3.2,1.8,6376|6774|23654,CX3CL1|STAT3|PLXNB2,-1.6,up
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-3.2,5.8,4.9,30284,332,94,6,6.4,2.5,3263|3329|5591|5817|6850|11027,HPX|HSPD1|PRKDC|PVR|SYK|LILRA2,-1.6,up
Reactome Gene Sets,6,R-HSA-1500931,Cell-Cell communication,,-3.2,10,5.8,30284,124,94,4,4.3,2.1,3909|5817|6709|8935,LAMA3|PVR|SPTAN1|SKAP2,-1.6,up
GO Biological Processes,19,GO:0032649,regulation of type II interferon production,19_GO:0032501 multicellular organismal process,-3.2,10,5.8,30284,124,94,4,4.3,2.1,558|3329|5621|80380,AXL|HSPD1|PRNP|PDCD1LG2,-1.6,up
GO Biological Processes,19,GO:0002819,regulation of adaptive immune response,19_GO:0002376 immune system process,-3.2,7.4,5.3,30284,219,94,5,5.3,2.3,3263|3329|5817|6398|84695,HPX|HSPD1|PVR|SECTM1|LOXL3,-1.6,up
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-3.2,4.9,4.7,30284,464,94,7,7.4,2.7,1116|1991|2324|3487|6376|6850|8685,CHI3L1|ELANE|FLT4|IGFBP4|CX3CL1|SYK|MARCO,-1.6,up
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-3.2,5.7,4.9,30284,337,94,6,6.4,2.5,1991|3169|3329|6376|6850|80380,ELANE|FOXA1|HSPD1|CX3CL1|SYK|PDCD1LG2,-1.6,up
GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.2,5.7,4.9,30284,337,94,6,6.4,2.5,558|2214|3329|5591|6850|80380,AXL|FCGR3A|HSPD1|PRKDC|SYK|PDCD1LG2,-1.6,up
GO Biological Processes,19,GO:0002718,regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-3.2,10,5.8,30284,126,94,4,4.3,2.1,558|6398|6850|10417,AXL|SECTM1|SYK|SPON2,-1.6,up
GO Biological Processes,19,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.2,10,5.7,30284,128,94,4,4.3,2.1,1991|6359|6362|6376,ELANE|CCL15|CCL18|CX3CL1,-1.6,up
Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-3.1,10,5.7,30284,129,94,4,4.3,2.1,2|1991|3909|5645,A2M|ELANE|LAMA3|PRSS2,-1.6,up
GO Biological Processes,19,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-3.1,9.9,5.7,30284,130,94,4,4.3,2.1,3263|3329|5817|6398,HPX|HSPD1|PVR|SECTM1,-1.5,up
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-3.1,4.1,4.4,30284,627,94,8,8.5,2.9,1075|1778|2214|5817|8453|11027|80380|126014,CTSC|DYNC1H1|FCGR3A|PVR|CUL2|LILRA2|PDCD1LG2|OSCAR,-1.5,up
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,4.7,4.5,30284,482,94,7,7.4,2.7,2|3263|3329|5591|5817|6850|11027,A2M|HPX|HSPD1|PRKDC|PVR|SYK|LILRA2,-1.5,up
GO Biological Processes,19,GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,19_GO:0050896 response to stimulus,-3.1,17,6.7,30284,58,94,3,3.2,1.8,558|2324|6850,AXL|FLT4|SYK,-1.5,up
KEGG Pathway,24,hsa04820,Cytoskeleton in muscle cells,,-3.1,6.9,5.1,30284,232,94,5,5.3,2.3,633|2192|3339|6709|64423,BGN|FBLN1|HSPG2|SPTAN1|INF2,-1.5,up
GO Biological Processes,19,GO:0002708,positive regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-3.1,9.7,5.6,30284,133,94,4,4.3,2.1,3263|3329|5817|6398,HPX|HSPD1|PVR|SECTM1,-1.5,up
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-3.1,4.1,4.4,30284,633,94,8,8.5,2.9,558|1393|2324|5591|5621|6690|6774|6850,AXL|CRHBP|FLT4|PRKDC|PRNP|SPINK1|STAT3|SYK,-1.5,up
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-3.1,3.6,4.2,30284,795,94,9,9.6,3,1401|2192|3339|5621|6774|8935|80380|126695|135228,CRP|FBLN1|HSPG2|PRNP|STAT3|SKAP2|PDCD1LG2|KDF1|CD109,-1.5,up
GO Biological Processes,19,GO:0050868,negative regulation of T cell activation,19_GO:0002376 immune system process,-3.1,9.5,5.5,30284,136,94,4,4.3,2.1,2267|5621|80380|84695,FGL1|PRNP|PDCD1LG2|LOXL3,-1.5,up
GO Biological Processes,19,GO:0002821,positive regulation of adaptive immune response,19_GO:0002376 immune system process,-3.1,9.5,5.5,30284,136,94,4,4.3,2.1,3263|3329|5817|6398,HPX|HSPD1|PVR|SECTM1,-1.5,up
GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-3,4,4.3,30284,644,94,8,8.5,2.9,1116|1991|2192|2324|5591|5621|6850|23654,CHI3L1|ELANE|FBLN1|FLT4|PRKDC|PRNP|SYK|PLXNB2,-1.5,up
Reactome Gene Sets,6,R-HSA-199977,ER to Golgi Anterograde Transport,,-3,9.3,5.5,30284,139,94,4,4.3,2.1,966|1075|1778|6709,CD59|CTSC|DYNC1H1|SPTAN1,-1.5,up
GO Biological Processes,19,GO:0002702,positive regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-3,9.1,5.4,30284,141,94,4,4.3,2.1,3263|6398|6850|10417,HPX|SECTM1|SYK|SPON2,-1.5,up
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-3,4.5,4.4,30284,504,94,7,7.4,2.7,558|2214|3329|5591|6774|6850|8935,AXL|FCGR3A|HSPD1|PRKDC|STAT3|SYK|SKAP2,-1.5,up
GO Biological Processes,19,GO:0043030,regulation of macrophage activation,19_GO:0002376 immune system process,-3,15,6.4,30284,63,94,3,3.2,1.8,1075|3329|6376,CTSC|HSPD1|CX3CL1,-1.5,up
Reactome Gene Sets,6,R-HSA-913709,O-linked glycosylation of mucins,,-3,15,6.4,30284,63,94,3,3.2,1.8,84752|93010|374907,B3GNT9|B3GNT7|B3GNT8,-1.5,up
GO Biological Processes,19,GO:0042116,macrophage activation,19_GO:0002376 immune system process,-3,15,6.4,30284,63,94,3,3.2,1.8,2214|6376|6850,FCGR3A|CX3CL1|SYK,-1.5,up
GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-3,4.4,4.4,30284,508,94,7,7.4,2.7,558|1991|3339|6850|8685|9214|23654,AXL|ELANE|HSPG2|SYK|MARCO|FCMR|PLXNB2,-1.4,up
GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-3,3.9,4.2,30284,662,94,8,8.5,2.9,1116|1991|2192|2324|3487|6376|6850|8685,CHI3L1|ELANE|FBLN1|FLT4|IGFBP4|CX3CL1|SYK|MARCO,-1.4,up
GO Biological Processes,19,GO:0032944,regulation of mononuclear cell proliferation,19_GO:0050789 regulation of biological process,-3,6.5,4.8,30284,248,94,5,5.3,2.3,1401|2214|5621|6850|80380,CRP|FCGR3A|PRNP|SYK|PDCD1LG2,-1.4,up
GO Biological Processes,19,GO:0010812,negative regulation of cell-substrate adhesion,19_GO:0048519 negative regulation of biological process,-2.9,15,6.2,30284,66,94,3,3.2,1.8,182|2192|6376,JAG1|FBLN1|CX3CL1,-1.4,up
GO Biological Processes,19,GO:0006023,aminoglycan biosynthetic process,19_GO:0009987 cellular process,-2.9,14,6.1,30284,68,94,3,3.2,1.8,84752|93010|374907,B3GNT9|B3GNT7|B3GNT8,-1.4,up
GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.9,6.2,4.7,30284,260,94,5,5.3,2.3,3263|3329|5817|6398|6850,HPX|HSPD1|PVR|SECTM1|SYK,-1.4,up
GO Biological Processes,19,GO:0001818,negative regulation of cytokine production,19_GO:0048519 negative regulation of biological process,-2.9,5,4.4,30284,389,94,6,6.4,2.5,558|1991|2192|5621|6376|80380,AXL|ELANE|FBLN1|PRNP|CX3CL1|PDCD1LG2,-1.3,up
GO Biological Processes,19,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,19_GO:0009987 cellular process,-2.9,6.1,4.7,30284,262,94,5,5.3,2.3,5817|23654|27253|83872|90952,PVR|PLXNB2|PCDH17|HMCN1|ESAM,-1.3,up
GO Biological Processes,19,GO:0002705,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.9,8.3,5.1,30284,155,94,4,4.3,2.1,3263|3329|5817|6398,HPX|HSPD1|PVR|SECTM1,-1.3,up
GO Biological Processes,19,GO:1903038,negative regulation of leukocyte cell-cell adhesion,19_GO:0048519 negative regulation of biological process,-2.9,8.3,5.1,30284,155,94,4,4.3,2.1,2267|5621|80380|84695,FGL1|PRNP|PDCD1LG2|LOXL3,-1.3,up
GO Biological Processes,19,GO:0002274,myeloid leukocyte activation,19_GO:0002376 immune system process,-2.9,8.3,5.1,30284,155,94,4,4.3,2.1,2214|6376|6850|11027,FCGR3A|CX3CL1|SYK|LILRA2,-1.3,up
GO Biological Processes,19,GO:0042325,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-2.8,3.7,4,30284,694,94,8,8.5,2.9,1116|1991|2192|2324|5591|5621|6850|23654,CHI3L1|ELANE|FBLN1|FLT4|PRKDC|PRNP|SYK|PLXNB2,-1.3,up
GO Biological Processes,19,GO:0050863,regulation of T cell activation,19_GO:0002376 immune system process,-2.8,4.9,4.3,30284,395,94,6,6.4,2.5,2267|3329|5621|6850|80380|84695,FGL1|HSPD1|PRNP|SYK|PDCD1LG2|LOXL3,-1.3,up
GO Biological Processes,19,GO:0009620,response to fungus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.8,13,5.9,30284,72,94,3,3.2,1.8,1991|6850|10417,ELANE|SYK|SPON2,-1.3,up
GO Biological Processes,19,GO:0002711,positive regulation of T cell mediated immunity,19_GO:0002376 immune system process,-2.8,13,5.9,30284,72,94,3,3.2,1.8,3329|5817|6398,HSPD1|PVR|SECTM1,-1.3,up
KEGG Pathway,24,hsa04514,Cell adhesion molecules,,-2.8,8.2,5,30284,158,94,4,4.3,2.1,2734|5817|80380|90952,GLG1|PVR|PDCD1LG2|ESAM,-1.3,up
KEGG Pathway,24,hsa04145,Phagosome,,-2.8,8.1,5,30284,159,94,4,4.3,2.1,1778|2214|2215|8685,DYNC1H1|FCGR3A|FCGR3B|MARCO,-1.3,up
GO Biological Processes,19,GO:0006909,phagocytosis,19_GO:0051179 localization,-2.8,8.1,5,30284,159,94,4,4.3,2.1,558|1991|6850|8685,AXL|ELANE|SYK|MARCO,-1.3,up
GO Biological Processes,19,GO:0070098,chemokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.8,13,5.8,30284,74,94,3,3.2,1.8,6359|6362|6376,CCL15|CCL18|CX3CL1,-1.3,up
GO Biological Processes,19,GO:0070663,regulation of leukocyte proliferation,19_GO:0050789 regulation of biological process,-2.8,5.9,4.5,30284,273,94,5,5.3,2.3,1401|2214|5621|6850|80380,CRP|FCGR3A|PRNP|SYK|PDCD1LG2,-1.3,up
GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-2.7,3.6,3.9,30284,718,94,8,8.5,2.9,2267|3329|3487|6376|6774|23654|126695|135228,FGL1|HSPD1|IGFBP4|CX3CL1|STAT3|PLXNB2|KDF1|CD109,-1.3,up
Reactome Gene Sets,6,R-HSA-948021,Transport to the Golgi and subsequent modification,,-2.7,7.6,4.8,30284,170,94,4,4.3,2.1,966|1075|1778|6709,CD59|CTSC|DYNC1H1|SPTAN1,-1.2,up
GO Biological Processes,19,GO:0002768,immune response-regulating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-2.7,5.6,4.4,30284,286,94,5,5.3,2.3,2214|2215|6850|9214|11027,FCGR3A|FCGR3B|SYK|FCMR|LILRA2,-1.2,up
GO Biological Processes,19,GO:0040013,negative regulation of locomotion,19_GO:0040011 locomotion,-2.7,4.6,4.1,30284,421,94,6,6.4,2.5,182|1991|2192|5793|6376|6774,JAG1|ELANE|FBLN1|PTPRG|CX3CL1|STAT3,-1.2,up
GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,7.4,4.7,30284,173,94,4,4.3,2.1,3329|5591|6850|11027,HSPD1|PRKDC|SYK|LILRA2,-1.2,up
GO Biological Processes,19,GO:0007565,female pregnancy,19_GO:0022414 reproductive process,-2.7,7.4,4.7,30284,174,94,4,4.3,2.1,1393|2192|2695|3339,CRHBP|FBLN1|GIP|HSPG2,-1.2,up
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-2.7,4.5,4.1,30284,426,94,6,6.4,2.5,558|5591|6774|6850|126014|135228,AXL|PRKDC|STAT3|SYK|OSCAR|CD109,-1.2,up
GO Biological Processes,19,GO:1990868,response to chemokine,19_GO:0050896 response to stimulus,-2.7,12,5.4,30284,83,94,3,3.2,1.8,6359|6362|6376,CCL15|CCL18|CX3CL1,-1.2,up
GO Biological Processes,19,GO:1990869,cellular response to chemokine,19_GO:0050896 response to stimulus,-2.7,12,5.4,30284,83,94,3,3.2,1.8,6359|6362|6376,CCL15|CCL18|CX3CL1,-1.2,up
GO Biological Processes,19,GO:0050673,epithelial cell proliferation,19_GO:0009987 cellular process,-2.6,7.3,4.7,30284,177,94,4,4.3,2.1,2267|3487|126695|135228,FGL1|IGFBP4|KDF1|CD109,-1.2,up
GO Biological Processes,19,GO:2000736,regulation of stem cell differentiation,19_GO:0032502 developmental process,-2.6,12,5.4,30284,84,94,3,3.2,1.8,182|5591|6774,JAG1|PRKDC|STAT3,-1.2,up
GO Biological Processes,19,GO:0002720,positive regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-2.6,11,5.3,30284,85,94,3,3.2,1.8,6398|6850|10417,SECTM1|SYK|SPON2,-1.2,up
KEGG Pathway,24,hsa05152,Tuberculosis,,-2.6,7.1,4.6,30284,182,94,4,4.3,2.1,2214|2215|3329|6850,FCGR3A|FCGR3B|HSPD1|SYK,-1.2,up
KEGG Pathway,24,hsa04610,Complement and coagulation cascades,,-2.6,11,5.2,30284,88,94,3,3.2,1.8,2|966|1675,A2M|CD59|CFD,-1.1,up
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-2.6,4.3,3.9,30284,448,94,6,6.4,2.5,558|966|2192|2695|6376|6850,AXL|CD59|FBLN1|GIP|CX3CL1|SYK,-1.1,up
GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-2.5,6.8,4.5,30284,189,94,4,4.3,2.1,558|966|2192|6850,AXL|CD59|FBLN1|SYK,-1.1,up
GO Biological Processes,19,GO:0048469,cell maturation,19_GO:0032502 developmental process,-2.5,6.8,4.5,30284,190,94,4,4.3,2.1,558|3169|6376|6690,AXL|FOXA1|CX3CL1|SPINK1,-1.1,up
Reactome Gene Sets,6,R-HSA-8957275,Post-translational protein phosphorylation,,-2.5,11,5.1,30284,92,94,3,3.2,1.8,3487|11167|29106,IGFBP4|FSTL1|SCG3,-1.1,up
GO Biological Processes,19,GO:0007224,smoothened signaling pathway,19_GO:0050896 response to stimulus,-2.5,11,5.1,30284,92,94,3,3.2,1.8,3169|3339|79867,FOXA1|HSPG2|TCTN2,-1.1,up
GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-2.5,6.7,4.4,30284,191,94,4,4.3,2.1,558|966|2192|6850,AXL|CD59|FBLN1|SYK,-1.1,up
GO Biological Processes,19,GO:0032945,negative regulation of mononuclear cell proliferation,19_GO:0048519 negative regulation of biological process,-2.5,10,5.1,30284,93,94,3,3.2,1.8,1401|5621|80380,CRP|PRNP|PDCD1LG2,-1.1,up
KEGG Pathway,24,hsa04613,Neutrophil extracellular trap formation,,-2.5,6.7,4.4,30284,193,94,4,4.3,2.1,1991|2214|2215|6850,ELANE|FCGR3A|FCGR3B|SYK,-1.1,up
KEGG Pathway,24,hsa04062,Chemokine signaling pathway,,-2.5,6.7,4.4,30284,193,94,4,4.3,2.1,6359|6362|6376|6774,CCL15|CCL18|CX3CL1|STAT3,-1.1,up
GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-2.5,6.7,4.4,30284,193,94,4,4.3,2.1,1116|2324|3169|84695,CHI3L1|FLT4|FOXA1|LOXL3,-1.1,up
Reactome Gene Sets,6,R-HSA-6807878,COPI-mediated anterograde transport,,-2.5,10,5,30284,94,94,3,3.2,1.8,966|1778|6709,CD59|DYNC1H1|SPTAN1,-1.1,up
GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-2.5,6.6,4.4,30284,195,94,4,4.3,2.1,558|966|2192|6850,AXL|CD59|FBLN1|SYK,-1.1,up
GO Biological Processes,19,GO:0044703,multi-organism reproductive process,19_GO:0022414 reproductive process,-2.5,6.6,4.4,30284,195,94,4,4.3,2.1,1393|2192|2695|3339,CRHBP|FBLN1|GIP|HSPG2,-1.1,up
GO Biological Processes,19,GO:0042113,B cell activation,19_GO:0002376 immune system process,-2.5,6.6,4.4,30284,196,94,4,4.3,2.1,3329|5591|6850|8935,HSPD1|PRKDC|SYK|SKAP2,-1.1,up
GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-2.5,6.5,4.4,30284,197,94,4,4.3,2.1,1116|2324|3169|84695,CHI3L1|FLT4|FOXA1|LOXL3,-1.1,up
GO Biological Processes,19,GO:0072091,regulation of stem cell proliferation,19_GO:0050789 regulation of biological process,-2.5,10,5,30284,96,94,3,3.2,1.8,2192|126695|135228,FBLN1|KDF1|CD109,-1.1,up
GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0048518 positive regulation of biological process,-2.5,6.5,4.3,30284,198,94,4,4.3,2.1,1116|2324|6376|8685,CHI3L1|FLT4|CX3CL1|MARCO,-1.1,up
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-2.5,3.6,3.7,30284,629,94,7,7.4,2.7,558|2324|2734|5793|6774|6850|8425,AXL|FLT4|GLG1|PTPRG|STAT3|SYK|LTBP4,-1.1,up
GO Biological Processes,19,GO:0002706,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-2.5,6.4,4.3,30284,200,94,4,4.3,2.1,3263|3329|5817|6398,HPX|HSPD1|PVR|SECTM1,-1,up
GO Biological Processes,19,GO:0006493,protein O-linked glycosylation,19_GO:0009987 cellular process,-2.4,9.9,4.9,30284,98,94,3,3.2,1.8,84752|93010|374907,B3GNT9|B3GNT7|B3GNT8,-1,up
KEGG Pathway,24,hsa04666,Fc gamma R-mediated phagocytosis,,-2.4,9.8,4.9,30284,99,94,3,3.2,1.8,2214|2215|6850,FCGR3A|FCGR3B|SYK,-1,up
GO Biological Processes,19,GO:0044706,multi-multicellular organism process,19_GO:0032501 multicellular organismal process,-2.4,6.3,4.3,30284,203,94,4,4.3,2.1,1393|2192|2695|3339,CRHBP|FBLN1|GIP|HSPG2,-1,up
KEGG Pathway,24,hsa04061,Viral protein interaction with cytokine and cytokine receptor,,-2.4,9.7,4.8,30284,100,94,3,3.2,1.8,6359|6362|6376,CCL15|CCL18|CX3CL1,-1,up
GO Biological Processes,19,GO:0070664,negative regulation of leukocyte proliferation,19_GO:0048519 negative regulation of biological process,-2.4,9.7,4.8,30284,100,94,3,3.2,1.8,1401|5621|80380,CRP|PRNP|PDCD1LG2,-1,up
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.4,4.8,3.9,30284,335,94,5,5.3,2.3,558|966|2192|6376|6850,AXL|CD59|FBLN1|CX3CL1|SYK,-1,up
KEGG Pathway,24,hsa05150,Staphylococcus aureus infection,,-2.4,9.5,4.8,30284,102,94,3,3.2,1.8,1675|2214|2215,CFD|FCGR3A|FCGR3B,-1,up
GO Biological Processes,19,GO:0050728,negative regulation of inflammatory response,19_GO:0048519 negative regulation of biological process,-2.4,6.2,4.2,30284,207,94,4,4.3,2.1,1991|6376|6774|6850,ELANE|CX3CL1|STAT3|SYK,-1,up
GO Biological Processes,19,GO:0007179,transforming growth factor beta receptor signaling pathway,19_GO:0050896 response to stimulus,-2.4,9.4,4.8,30284,103,94,3,3.2,1.8,2734|6774|8425,GLG1|STAT3|LTBP4,-1,up
GO Biological Processes,19,GO:0009100,glycoprotein metabolic process,19_GO:0009987 cellular process,-2.4,4.8,3.9,30284,338,94,5,5.3,2.3,4125|84752|93010|170384|374907,MAN2B1|B3GNT9|B3GNT7|FUT11|B3GNT8,-1,up
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,4.8,3.9,30284,339,94,5,5.3,2.3,558|1991|6590|10417|80380,AXL|ELANE|SLPI|SPON2|PDCD1LG2,-1,up
GO Biological Processes,19,GO:0008544,epidermis development,19_GO:0032502 developmental process,-2.4,4.8,3.9,30284,339,94,5,5.3,2.3,182|3909|5357|126695|135228,JAG1|LAMA3|PLS1|KDF1|CD109,-1,up
GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2.4,4.7,3.9,30284,340,94,5,5.3,2.3,558|5591|6850|84293|84695,AXL|PRKDC|SYK|PRXL2A|LOXL3,-0.99,up
Canonical Pathways,11,M5883,NABA SECRETED FACTORS,,-2.4,4.7,3.8,30284,343,94,5,5.3,2.3,1393|6359|6362|6376|11167,CRHBP|CCL15|CCL18|CX3CL1|FSTL1,-0.98,up
GO Biological Processes,19,GO:0060326,cell chemotaxis,19_GO:0040011 locomotion,-2.4,6.1,4.1,30284,213,94,4,4.3,2.1,6359|6362|6376|6850,CCL15|CCL18|CX3CL1|SYK,-0.98,up
GO Biological Processes,19,GO:0002709,regulation of T cell mediated immunity,19_GO:0002376 immune system process,-2.4,9.1,4.7,30284,106,94,3,3.2,1.8,3329|5817|6398,HSPD1|PVR|SECTM1,-0.98,up
GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-2.3,9,4.6,30284,107,94,3,3.2,1.8,182|5591|6774,JAG1|PRKDC|STAT3,-0.97,up
GO Biological Processes,19,GO:0006486,protein glycosylation,19_GO:0009987 cellular process,-2.3,6,4.1,30284,215,94,4,4.3,2.1,84752|93010|170384|374907,B3GNT9|B3GNT7|FUT11|B3GNT8,-0.97,up
GO Biological Processes,19,GO:0043413,macromolecule glycosylation,19_GO:0009987 cellular process,-2.3,6,4.1,30284,215,94,4,4.3,2.1,84752|93010|170384|374907,B3GNT9|B3GNT7|FUT11|B3GNT8,-0.97,up
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-2.3,4.6,3.8,30284,347,94,5,5.3,2.3,182|2324|3339|6376|6850,JAG1|FLT4|HSPG2|CX3CL1|SYK,-0.97,up
GO Biological Processes,19,GO:0001938,positive regulation of endothelial cell proliferation,19_GO:0048518 positive regulation of biological process,-2.3,8.9,4.6,30284,108,94,3,3.2,1.8,2324|3339|6774,FLT4|HSPG2|STAT3,-0.96,up
Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-2.3,8.9,4.6,30284,109,94,3,3.2,1.8,3487|11167|29106,IGFBP4|FSTL1|SCG3,-0.96,up
GO Biological Processes,19,GO:0050679,positive regulation of epithelial cell proliferation,19_GO:0048518 positive regulation of biological process,-2.3,5.9,4.1,30284,218,94,4,4.3,2.1,2324|3339|6690|6774,FLT4|HSPG2|SPINK1|STAT3,-0.95,up
